,Title,Year Published,Min Players,Max Players,Best Players,Play Time,Age,Complexity,Designers,Artists,Publishers,Categories,Mechanisms
12837,Booby-Trap,(1965),1,6,4,"[20, 20]",12,1.02,[Frank W. Sinden],[Bildgården AB],"[Action GT, Alga, Basic Fun, Inc., Berliner Spielkarten, Capiépa - Jeux Éducatifs, CEJI, Fundex, Gay-Play, Goki, Golden, Guild Toy Company, Hartung-Spiele, HearthSong, IKEA, IRWIN Games, Jilmar Co, INC., John Waddington Ltd., Lakeside, Leksam, Marbles: The Brain Store, MB Jeux, MB Spellen, Milton Bradley, Parker Brothers, Parker Spiele, Pavilion, Pintoy, Pressman Toy Corp., Schylling, Small World Toys, Toys Pure, Tyco, Waddington's Games, Inc.]","[Action / Dexterity, Children's Game]",[]
12838,Stun,(1986),2,6,none,"[10, 10]",7,1.00,[(Uncredited)],[],"[AMIGO Spiel + Freizeit GmbH, Gibsons Games, International Games, K.E.Leg, Waddington's Games, Inc.]",[Card Game],[Set Collection]
12839,TKO,(2015),2,2,none,"[5, 5]",8,1.00,[Chris Handy],[],[Perplext],"[Card Game, Fighting, Sports]","[Rock-Paper-Scissors, Simultaneous Action Selection]"
12840,Mummy Rummy,(1994),2,5,none,"[30, 30]",8,1.20,"[Monty Stambler, Ann Stambler]",[Annie Campbell],"[ASS Altenburger Spielkarten, Gamewright]",[Card Game],[Set Collection]
12841,Cir*Kis,(2009),2,4,2,"[15, 30]",8,1.65,[Phil Orbanes Sr.],[],"[Hasbro, Winning Moves Games (USA)]",[Abstract Strategy],"[Area Control / Area Influence, Pattern Building, Tile Placement]"
12842,Dino Hunt,(1996),2,4,3,"[60, 60]",8,1.50,[Steve Jackson (I)],[],"[Pegasus Spiele, Steve Jackson Games]","[Card Game, Collectible Components, Prehistoric]",[Action Point Allowance System]
12843,Odds'R,(2002),2,4,none,"[90, 90]",––,2.00,[Roger L. Schlaifer],[Timothy Dove],[Eagle-Gryphon Games],"[Dice, Party Game, Trivia]","[Betting/Wagering, Dice Rolling, Roll / Spin and Move, Voting]"
12844,Gelb gewinnt!,(2005),2,8,none,"[30, 30]",7,1.22,[(Uncredited)],[Michaela Kienle],[KOSMOS],[Card Game],[]
12845,Abduction,(1998),2,4,none,"[20, 20]",10,1.46,[George Vasilakos],[],[Eden Studios],"[Adventure, Card Game, Fighting, Maze, Science Fiction]","[Modular Board, Variable Player Powers]"
12846,Tennis,(1975),2,4,none,"[45, 45]",8,1.08,[(Uncredited)],[James Hodges],"[Capiépa - Jeux Éducatifs, Kipos, Parker Brothers]","[Card Game, Sports]",[Hand Management]
12847,The Peter Principle Game,(1973),2,4,none,"[60, 60]",12,1.33,[Laurence J. Peter],[],"[Animal Town Game Company, Avalon Hill, Skor-Mor]",[Humor],[Roll / Spin and Move]
12848,Cash Cab,(2008),2,4,4,"[30, 45]",––,1.29,[(Uncredited)],[],[Imagination Games],"[Movies / TV / Radio theme, Trivia]","[Betting/Wagering, Co-operative Play]"
12849,Monkey Arena,(2005),2,8,none,"[45, 45]",10,1.15,[Ben Shanks],"[Alex McVey, Charlie Schultz]",[3am Games],"[Animals, Fighting, Humor]","[Dice Rolling, Hand Management]"
12850,Time: The Game,(1979),2,4,none,"[120, 120]",8,1.67,[Alan Charles],[],"[John N. Hansen Co., Inc., Time Life]",[Trivia],[]
12851,Dexter: The Board Game,(2010),2,4,4,"[30, 30]",17,1.29,[(Uncredited)],[],[GDC-GameDevCo Ltd.],"[Deduction, Movies / TV / Radio theme]","[Dice Rolling, Pick-up and Deliver, Roll / Spin and Move]"
12852,7,(2009),2,7,4–5,"[120, 120]",15,3.11,[Marcin Podsiadło],[Tomasz Tworek],[Wolf Fang P.H.],[Fantasy],"[Hand Management, Set Collection]"
12853,Smath,(1978),2,4,none,"[45, 45]",6,2.33,[(Uncredited)],[],"[Irwin Toy Ltd., Pressman Toy Corp.]","[Educational, Math]",[Tile Placement]
12854,Vapor's Gambit,(2004),2,6,5–6,"[20, 20]",6,1.80,"[Benjamin Baraga, Bill Stilson]","[Scott Lininger, Brian Wood]","[Crystal Spider, Hyperion Games]","[Racing, Science Fiction]",[Variable Player Powers]
12855,Men At Arms,(1990),2,2,none,"[120, 120]",12,2.50,"[Jim Dunnigan, Albert A. Nofi]",[],[3W (World Wide Wargames)],"[Ancient, Medieval, Wargame]",[Hex-and-Counter]
12856,League of Pirates,(2006),2,2,2,"[60, 60]",8,1.46,[Steve Hart],[],[Front Porch Classics],[Pirates],[Dice Rolling]
12857,Jeff Foxworthy's You Might Be a Redneck if... Game,(2006),2,4,none,"[30, 30]",16,1.00,[(Uncredited)],[],[Patch Products],[Humor],[Storytelling]
12858,Castle Risk,(1986),2,6,none,"[120, 120]",10,2.00,[Charles Phillips],[Tim Hildebrandt],"[Borras Plana S.A., Editrice Giochi, Parker Brothers]","[Napoleonic, Spies/Secret Agents, Territory Building, Wargame]","[Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment]"
12859,Cosmic Coasters,(2001),2,4,2,"[10, 10]",10,1.22,[Andrew Looney],[],[Looney Labs],"[Abstract Strategy, Science Fiction]",[Variable Player Powers]
12860,Echelons of Fire,(1995),2,2,2,"[60, 60]",12,1.86,[Scot Hunt],[],[Medallion Simulations],"[Card Game, Collectible Components, Modern Warfare]",[]
12861,Sudoku,(2005),1,10,1,"[20, 20]",7,1.67,[(Uncredited)],[],"[(Unknown), Bits & Pieces, Desyllas Games, Imagination Games, Tactic]","[Deduction, Educational, Number, Puzzle]","[Pattern Building, Tile Placement]"
12862,Advance to Boardwalk,(1985),2,4,4,"[60, 60]",8,1.56,[Charles Phillips],[],"[Borras Plana S.A., Editrice Giochi, Parker Brothers]",[Economic],"[Area Control / Area Influence, Dice Rolling, Hand Management, Take That]"
12863,Foreign Exchange,(1979),2,4,none,"[60, 60]",12,2.78,[Allan Tech],[],"[Avalon Hill, Gamma Two Games, Teck Enterprises]",[Economic],[Commodity Speculation]
12864,Bionicle: Quest For The Masks CCG,(2001),2,4,4,"[60, 60]",12,1.50,[Ted Adams],[],"[LEGO, Upper Deck Entertainment]","[Abstract Strategy, Adventure, Card Game, Collectible Components]",[Modular Board]
12865,Wypas,(2007),3,6,none,"[15, 15]",6,1.40,"[Michał Stachyra, Maciej Zasowski]","[Marcin Gręźlikowski, Maciej Zasowski]",[Kuźnia Gier],"[Card Game, Humor, Party Game]","[Auction/Bidding, Card Drafting, Hand Management]"
12866,Littlest Pet Shop Game,(2005),2,4,4,"[Time:, Time:]",4,1.00,[(Uncredited)],[],"[Grow Jogos e Brinquedos, MB Spellen, Milton Bradley]","[Animals, Children's Game, Miniatures, Racing]","[Roll / Spin and Move, Set Collection]"
12867,Greed,(1984),2,6,5,"[30, 30]",7,1.03,"[D. Wayne Hackett, Walter L. Morgan]",[],"[Avalon Hill, Crown & Andrews Ltd., G & E Enterprises, The Great American Greed Company, Man-indo, Paul Lamond Games Ltd, TDC Games, Inc., Waddington's Games, Inc.]",[Dice],"[Betting/Wagering, Dice Rolling, Press Your Luck]"
12868,Spite,(1995),2,6,none,"[30, 30]",––,1.00,[(Uncredited)],[],[Lagoon Games],"[Dice, Party Game]",[]
12869,Surprise Slides Game,(2013),2,4,none,"[30, 30]",3,1.00,[],[],[Wonder Forge],"[Children's Game, Movies / TV / Radio theme, Racing]","[Modular Board, Roll / Spin and Move]"
12870,Bakugan Battle Brawlers,(2006),2,4,none,"[15, 15]",––,1.17,[Luke Peterschmidt],[],"[Sega Toys, Spin Master Ltd.]","[Action / Dexterity, Collectible Components, Fighting, Miniatures, Science Fiction]","[Area Control / Area Influence, Hand Management, Modular Board]"
12871,BattleBots: Kickbot Arena,(2001),2,2,2,"[10, 10]",8,1.20,[(Uncredited)],[],[Milton Bradley],"[Action / Dexterity, Dice, Fighting, Movies / TV / Radio theme]",[Dice Rolling]
12872,My First UNO,(1991),2,4,4,"[10, 10]",3,1.07,[(Uncredited)],"[David Kirk, H. A. Rey, Margret Rey, Maurice Sendak]","[AMIGO Spiel + Freizeit GmbH, Fisher Price, International Games, Mattel, Waddington's Games, Inc.]","[Card Game, Children's Game, Movies / TV / Radio theme]","[Hand Management, Pattern Recognition]"
12873,Rio,(1981),2,6,none,"[15, 15]",––,1.00,[Bernd Stäger],[],"[Bartl, Carlit, Mespi, Piatnik, Ravensburger Spieleverlag GmbH, Super-Pauli, [touch]]",[Dice],[Dice Rolling]
12874,Hot Potato,(1988),2,6,none,"[10, 10]",4,1.00,[(Uncredited)],[],"[Fotorama USA, Fundex, Goliath B.V., Habourdin International, Hutter Trade GmbH + Co KG, Jumbo, Megableu, Milton Bradley, Parker Brothers, Paul Lamond Games Ltd, REMCO Games, Schylling]","[Action / Dexterity, Children's Game, Party Game, Real-time]",[]
12875,Tech Support,(2005),2,6,none,"[10, 10]",10,1.00,[Stephen De Chellis],[],[Kenzer and Company],"[Card Game, Humor]",[]
12876,Templar Intrigue,(2014),7,10,10,"[15, 30]",13,1.38,[Michael Mindes],"[Karim Chakroun, Rob Lundy]","[Hobby World, KOI Games, Tasty Minstrel Games, 德斯克 (Dexker Games)]","[Card Game, Medieval]",[Partnerships]
12877,Deal or No Deal: Electronic Game,(2006),1,4,1–2,"[20, 20]",10,1.29,[(Uncredited)],[],"[(Unknown), Alga, Drumond Park Ltd., Editrice Giochi, Giochi Preziosi, Irwin Toy Ltd., Jumbo, TF1 Games]","[Electronic, Movies / TV / Radio theme]","[Betting/Wagering, Secret Unit Deployment]"
12878,Global Pursuit,(1987),2,6,none,"[60, 60]",10,1.84,[Howard E. Paine],[],[National Geographic Society],[Trivia],[Tile Placement]
12879,Igels: Das Kartenspiel,(2005),3,4,4,"[60, 60]",10,1.77,[Mario Coopmann],[Mario Coopmann],[Pegasus Spiele],"[Animals, Card Game, Mature / Adult]","[Hand Management, Variable Player Powers]"
12880,Boom-O,(2000),2,6,none,"[20, 20]",7,1.19,[(Uncredited)],[],[Mattel],"[Card Game, Number]",[Hand Management]
12881,Partini,(2008),4,4,none,"[Time:, Time:]",18,1.36,[Chris Nelson],[],"[Hasbro, Parker Brothers, Parker Spiele]","[Action / Dexterity, Humor, Mature / Adult, Party Game]","[Acting, Co-operative Play, Dice Rolling, Role Playing]"
12882,Chutes and Ladders VCR,(1986),1,4,none,"[15, 15]",––,1.00,[(Uncredited)],[],[Milton Bradley],"[Children's Game, Electronic, Racing]",[Point to Point Movement]
12883,Q-Turn,(1999),2,4,none,"[20, 20]",8,1.25,[Andrew Looney],[Alison Frane],[Looney Labs],"[Abstract Strategy, Puzzle]",[Modular Board]
12884,The Price Is Right,(1973),3,5,6+,"[60, 60]",8,2.00,[Travis Schario],[Design Edge],"[Crown & Andrews Ltd., Éditions Gladius International, Inc., Editrice Giochi, Endless Games (I), Fotorama USA, Ideal, Jumbo, Milton Bradley, Paul Lamond Games Ltd, Peter Pan Playthings, TF1 Games]","[Movies / TV / Radio theme, Puzzle, Trivia]",[Betting/Wagering]
12885,Krumble,(2006),3,6,none,"[30, 30]",8,1.50,[Piero Cioni],"[Demis Savini, Guglielmo Signora]","[Mayfair Games, TENKIGAMES]","[Exploration, Racing]","[Dice Rolling, Tile Placement]"
12886,Wonders of the World,(2004),2,6,none,"[30, 30]",12,1.33,[(Uncredited)],[],"[Alary Games, Tactic]","[Educational, Travel, Trivia]","[Dice Rolling, Point to Point Movement, Roll / Spin and Move]"
12887,GolfMania,(1997),2,6,none,"[20, 20]",12,1.25,[Christian T. Petersen],[David Gatzmer],"[Användbart Litet Företag, Fantasy Flight Games, Smart Ltd]","[Action / Dexterity, Card Game, Party Game, Real-time, Sports]",[Simultaneous Action Selection]
12888,Alibi,(2001),2,5,3,"[45, 45]",8,1.00,[Markus Nikisch],[],"[Adlung-Spiele, Swan Panasia Co., Ltd.]","[Card Game, Deduction]",[]
12889,Pro Tennis,(1983),1,1,none,"[30, 30]",10,1.69,"[James Trunzo, Tom Trunzo]",[],"[Avalon Hill, TJ Publishing Company]",[Sports],[]
12890,Five Little Monkeys Jumping on the Bed,(2007),2,4,3–4,"[10, 10]",3,1.43,[(Uncredited)],[],[University Games],"[Action / Dexterity, Children's Game, Educational, Number]","[Roll / Spin and Move, Set Collection]"
12891,Stare!,(1999),2,10,11+,"[60, 60]",10,1.69,[(Uncredited)],[],"[Game Development Group, Inc., Ravensburger Spieleverlag GmbH]","[Memory, Party Game]",[]
12892,Piranha Panic,(2005),2,4,none,"[15, 15]",5,1.00,"[Westley Ciaramella, Keith Millman]",[],[Mattel],"[Animals, Children's Game, Racing]","[Dice Rolling, Grid Movement, Roll / Spin and Move]"
12893,Banana Balance,(2011),2,4,none,"[5, 5]",6,1.20,[Cephas Howard],[],[LEGO],"[Action / Dexterity, Animals, Children's Game, Dice]",[Dice Rolling]
12894,Xanth,(1991),1,6,6,"[180, 180]",12,1.69,[Mike Nystul],[Jael],[Mayfair Games],"[Exploration, Fantasy, Humor, Novel-based]","[Pick-up and Deliver, Roll / Spin and Move, Set Collection]"
12895,Atlantis: Pathways of the Deep,(2001),2,4,none,"[20, 20]",7,1.00,[(Uncredited)],[],[Hasbro],"[Children's Game, Movies / TV / Radio theme, Nautical, Puzzle]","[Modular Board, Tile Placement]"
12896,A Nightmare On Elm Street: The Game,(1987),2,6,none,"[60, 60]",12,1.75,[Robert J. Ryer],[],[Victory Games (I)],"[Horror, Movies / TV / Radio theme]",[Hand Management]
12897,Monopoly: Here and Now – The World Edition,(2008),2,6,4,"[60, 60]",8,1.60,[(Uncredited)],[],"[Hasbro, Parker Brothers, Parker Spiele]","[Economic, Electronic, Negotiation]","[Auction/Bidding, Roll / Spin and Move, Set Collection, Trading]"
12898,Vendetta,(1988),2,4,4,"[30, 30]",8,1.29,[Carlo Monticolombi],[],"[Borras Plana S.A., Elfin Design, El Greco, Parker Brothers]","[Mafia, Racing]","[Dice Rolling, Roll / Spin and Move]"
12899,My Little Pony Hide & Seek,(2005),2,6,none,"[20, 20]",3,3.40,[The Merlin Group],[],"[Hasbro, MB Jeux, MB Spellen, Milton Bradley]","[Children's Game, Memory, Movies / TV / Radio theme]","[Memory, Modular Board]"
12900,Redneck Life,(2003),2,6,4,"[60, 60]",13,1.44,"[Lori Dieda, Lisa Steenson]",[Two Tree Art],[Gut Bustin' Games],[Humor],[Roll / Spin and Move]
12901,Saint or Sinner?,(2002),3,8,none,"[60, 60]",18,2.00,[(Uncredited)],[],"[Hasbro, Parker Brothers]","[Bluffing, Electronic, Party Game]","[Card Drafting, Dice Rolling]"
12902,Devil Bunny Needs a Ham,(1998),2,5,4,"[30, 30]",8,1.17,[James Ernest],[],[Cheapass Games],"[Print & Play, Racing]",[Roll / Spin and Move]
12903,Labirynt Czarnoksiężnika,(2005),2,4,none,"[60, 60]",8,1.00,"[Kamil Bachmiński, Marek Mydel, Michał Stachyra, Piotr Stankiewicz, Maciej Zasowski]",[],[Kuźnia Gier],"[Fantasy, Maze]",[Dice Rolling]
12904,Name 5,(2009),2,2,none,"[Time:, Time:]",––,1.40,[Brian Turtle],[Design Edge],[Endless Games (I)],[Trivia],[Roll / Spin and Move]
12905,,Nim,2,2,2,"[Time:, Time:]",––,1.57,[(Uncredited)],[],"[Bartl, XVIe]",[Abstract Strategy],[]
12906,Mega Man: The Board Game,(2016),2,6,2–3,"[60, 180]",13,1.67,"[Jason Hawronsky, Matt Whitaker]","[Eduardo Bromhbley, Thomas Kohler]",[Jasco Games],"[Adventure, Card Game, Fighting, Miniatures, Movies / TV / Radio theme, Video Game Theme]","[Action Point Allowance System, Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement, Variable Player Powers]"
12907,Harry Potter and the Sorcerer's Stone The Game,(2000),2,4,2,"[Time:, Time:]",8,2.00,[(Uncredited)],[],"[Mattel, University Games]","[Abstract Strategy, Children's Game, Fantasy, Movies / TV / Radio theme, Novel-based]",[]
12908,Electronic Whac-a-Mole,(1999),1,2,1,"[10, 10]",4,1.00,[Aaron Fechter],[],"[Bandai (バンダイ), Fisher Price, Hasbro, Mattel, MB Giochi, MB Jeux, MB Spellen, MB Spiele, Milton Bradley, Toy Biz]","[Action / Dexterity, Children's Game, Electronic, Video Game Theme]",[Pattern Recognition]
12909,Book of Lists Game,(1979),2,4,4,"[60, 60]",––,1.09,[Robert Engle],[],[Avalon Hill],"[Party Game, Trivia]",[Betting/Wagering]
12910,The Game of Life: Pirates of the Caribbean,(2004),2,6,none,"[45, 45]",9,1.20,[Reuben Klamer],[],"[Hasbro, Milton Bradley]","[Movies / TV / Radio theme, Pirates]",[Roll / Spin and Move]
12911,Cranium Cadoo,(2001),2,16,4,"[45, 45]",7,1.21,[],[Damon S. Brown],"[Cranium, Inc., danspil, Hasbro, Winning Moves Games (USA)]","[Action / Dexterity, Children's Game, Humor, Party Game, Word Game]","[Acting, Line Drawing, Paper-and-Pencil, Partnerships, Storytelling]"
12912,MindTrap II,(1997),2,10,none,"[60, 60]",12,1.87,[Richard Fast],[],"[Mattel, Pressman Toy Corp., Spear's Games]","[Deduction, Party Game, Puzzle, Trivia]",[]
12913,Cat & Mouse,(2001),2,4,3,"[15, 15]",5,1.07,[(Uncredited)],[Ian Steven],"[Ravensburger Spieleverlag GmbH, Selecta Spielzeug]","[Action / Dexterity, Animals, Children's Game]",[Set Collection]
12914,Free Parking,(1988),2,4,none,"[30, 30]",8,1.13,[Charles Phillips],[],"[Hasbro, Parker Brothers, Parker Spiele, Waddington's Games, Inc., Winning Moves Games (USA)]","[Card Game, Transportation]",[]
12915,Kapitan Bomba,(2009),2,2,none,"[15, 15]",18,1.20,"[Michał Stachyra, Maciej Zasowski]",[],[Kuźnia Gier],"[Card Game, Humor, Movies / TV / Radio theme, Science Fiction]",[Hand Management]
12916,,Cat-opoly,2,6,none,"[60, 60]",8,1.67,[A. Butner],[],[Late for the Sky Production Company],"[Economic, Negotiation]","[Auction/Bidding, Roll / Spin and Move, Set Collection, Trading]"
12917,Jenga Truth-or-Dare,(2000),2,8,6,"[20, 20]",12,1.00,[Amanda Birkinshaw],[],"[Hasbro, Milton Bradley]","[Action / Dexterity, Party Game]",[]
12918,Jumbolino,(1978),2,4,3,"[15, 15]",4,1.00,[(Uncredited)],"[Riho Luuse, Isolde Schmitt-Menzel, Paul Windle, Katja Witt]","[Clementoni, Damm / Egmont, Discovery Toys, Gabriel, HEMA, J & L Randall, Ltd., Jumbo, KG Unique Designs, Kids Commotions bv, King International, Klee, Kohner Bros., KOSMOS, Papita, Ravensburger Spieleverlag GmbH, Sala, Schmidt Spiele, Selecta Spel en Hobby, Spear's Games, Umbra OÜ, University Games, Waddington's Games, Inc.]","[Animals, Children's Game, Dice, Movies / TV / Radio theme, Puzzle]","[Dice Rolling, Pattern Recognition]"
12919,Monopoly: French,(1982),2,8,none,"[90, 90]",8,2.00,[(Uncredited)],[],"[Hasbro, Miro Company, Parker Brothers]","[Children's Game, Economic, Negotiation]","[Auction/Bidding, Roll / Spin and Move, Set Collection, Trading]"
12920,Funny or Die,(2013),3,6,6,"[Time:, Time:]",13,1.20,[(Uncredited)],[(Uncredited)],[Hasbro],"[Card Game, Humor, Party Game]",[Voting]
12921,Frantic Frankfurt,(2004),2,4,4,"[10, 10]",8,1.24,[Günter Burkhardt],[Tobias Goslar],[Kronberger Spiele],"[Card Game, Real-time]",[Simultaneous Action Selection]
12922,The Golden Compass,(2007),2,4,none,"[30, 30]",10,1.50,"[Marco Maggi, Francesco Nepitello]",[Francesco Nepitello],"[999 Games, Devir, Editrice Giochi, Esdevium, Kaissa Chess & Games, KOSMOS, Sophisticated Games]","[Card Game, Fantasy, Movies / TV / Radio theme]",[]
12923,Conan: el juego de cartas,(2011),2,4,3–4,"[30, 30]",13,1.67,"[Dario Aguilar, Juan Andrés Hurtado Hidalgo, Alvaro Hurtado Hidalgo]","[David Baldeon, Simon Bisley]",[Edge Entertainment],"[Card Game, Fantasy]",[]
12924,Friends,(1999),4,10,none,"[30, 30]",13,1.80,[Terry Miller Associates],[],"[Goliath B.V., Susan Prescot Games, Tilsit, TV Supertech]","[Movies / TV / Radio theme, Party Game, Trivia]",[]
12925,The Game of Life: Spongebob Squarepants Edition,(2004),2,4,none,"[40, 40]",7,1.40,[Reuben Klamer],[],"[Hasbro, MB Spiele, Milton Bradley]","[Children's Game, Economic, Movies / TV / Radio theme]",[Roll / Spin and Move]
12926,Monopoly: Australian Edition,(1996),2,8,4,"[180, 180]",8,1.60,[(Uncredited)],[],[Parker Brothers],"[Economic, Negotiation]","[Auction/Bidding, Roll / Spin and Move, Set Collection, Trading]"
12927,SuDoku: Das Brettspiel,(2005),1,4,none,"[45, 45]",6,1.27,[Reiner Knizia],[Bertrand Born],"[999 Games, KOSMOS]",[Number],[]
12928,Meow,(2015),2,9,none,"[1, 5]",8,1.00,[Chris Cieslik],"[Alanna Cervenak, Maya Lior, Will Pitzer]","[Asmadi Games, Foam Brain Games]","[Animals, Bluffing, Card Game, Children's Game, Humor, Party Game]",[Player Elimination]
12929,Monopoly: The Portable Property Trading Game,(1994),2,6,none,"[120, 120]",8,1.71,[Charles Darrow],[],"[Hasbro, Parker Brothers, Parker Spiele, Waddington's Games, Inc.]","[Economic, Negotiation]","[Auction/Bidding, Roll / Spin and Move, Set Collection, Stock Holding, Trading]"
12930,Kung Fu,(2009),4,8,none,"[20, 20]",8,1.00,"[Jakub Skurzynski, Hubert Spala, Michał Stachyra, Maciej Zasowski]",[Iwo Widulinski],"[Gen-X Games, Kuźnia Gier]",[Negotiation],"[Set Collection, Trading]"
12931,Fishin' Time,(1986),2,8,none,"[60, 60]",6,1.14,[(Uncredited)],[],"[Distinctive Games, Inc.]","[Dice, Sports]",[Roll / Spin and Move]
12932,Snail's Pace Race,(1985),2,6,none,"[10, 10]",3,1.02,[Alex Randolph],"[Dick Bruna, Hans-Günther Döring, Horst Laupheimer, Wolfgang Scheit]","[(Unknown), Ravensburger Spieleverlag GmbH]","[Children's Game, Dice, Racing]","[Betting/Wagering, Dice Rolling]"
12933,Jurassic Park Game,(1993),2,8,4,"[60, 60]",7,1.45,[(Uncredited)],[],"[Milton Bradley, Parker Brothers]","[Animals, Movies / TV / Radio theme, Prehistoric, Racing, Science Fiction]","[Hex-and-Counter, Roll / Spin and Move]"
12934,Big Brain Academy Boardgame,(2007),2,6,6,"[Time:, Time:]",8,1.75,[(Uncredited)],[],"[Simba Toys, University Games]","[Action / Dexterity, Educational, Math, Number, Video Game Theme]",[Partnerships]
12935,The Game of Nations,(1973),2,4,4,"[120, 120]",12,2.23,[Miles Copeland],[],"[Gibsons Games, Grow Jogos e Brinquedos, Parker Brothers, Waddington's Games, Inc.]","[Economic, Political]",[Action Point Allowance System]
12936,Battle of the Sexes: IQ Test,(2003),2,8,none,"[Time:, Time:]",12,1.00,[(Uncredited)],[],[University Games],"[Humor, Party Game]",[]
12937,Antiques Roadshow: The Game,(2000),2,4,none,"[60, 60]",10,1.00,[(Uncredited)],[],[Hasbro],"[Card Game, Movies / TV / Radio theme]",[Auction/Bidding]
12938,Game of Thrones: Westeros Intrigue,(2014),2,6,5–6,"[20, 20]",8,1.08,[Reiner Knizia],[Evan Simonet],"[cutia.ro, Delta Vision Publishing, Edge Entertainment, Fantasy Flight Games, Galakta, Galápagos Jogos, Giochi Uniti, Heidelberger Spieleverlag, Kaissa Chess & Games]","[Card Game, Movies / TV / Radio theme, Novel-based]",[Hand Management]
12939,Fuzztoons,(2005),1,8,4,"[Time:, Time:]",––,1.75,[Patrick Frish],[],[Edge Entertainment],"[Card Game, Comic Book / Strip, Fantasy, Humor]","[Dice Rolling, Role Playing, Variable Player Powers]"
12940,Spoons,(1972),4,13,4–13+,"[30, 30]",8,1.10,"[(Uncredited), Michael Ferch]",[Janique Crépeau],"[(Public Domain), Asmodee, Crown & Andrews Ltd., Great American Puzzle Factory, Ivory Tower Publishing, MJ Games, Ohio Art, Patch Products, Spear's Games, Swan Panasia Co., Ltd.]","[Action / Dexterity, Animals, Card Game, Children's Game, Real-time, Sports]","[Card Drafting, Set Collection, Simultaneous Action Selection]"
12941,South Africa,(1977),2,2,2,"[120, 120]",12,2.76,[Irad B. Hardy],[Redmond A. Simonsen],"[SPI (Simulations Publications, Inc.)]","[Modern Warfare, Wargame]",[Hex-and-Counter]
12942,Intern,(1979),2,4,none,"[90, 90]",10,1.38,"[Dr. Cliff Andrew, Dr. Lou Andrew]",[],"[(Self-Published), Avalon Hill]",[Medical],[Roll / Spin and Move]
12943,Choco,(1977),2,4,2,"[25, 25]",3,1.00,[(Uncredited)],[],"[Gabriel, Nelospelit, Nelostuote Oy, Tactic]","[Animals, Children's Game, Dice, Memory]","[Dice Rolling, Memory, Pattern Recognition]"
