Title,Avg Rating,Num Ratings
404,7.1,1692
16290,7.03,1751
7974,7.17,1389
8305,7.06,1648
2000,7.64,877
11024,8.4,535
18231,7.75,897
5123,6.93,2274
10659,7.14,1702
8033,6.87,2572
18936,6.81,3115
19658,7.3,1373
17615,6.93,2293
8775,6.83,3040
18641,6.9,2301
9299,7.62,838
5112,7.08,1559
18677,6.66,6709
2536,8.46,546
17145,7.23,1308
12428,6.92,2145
12954,6.96,1968
11177,7.2,1532
4416,7.15,1493
19523,7.01,1746
3519,7.84,695
8684,7.21,1372
10167,6.8,3220
19275,7.07,1950
8554,7.06,1691
6644,6.66,6124
10434,6.83,2723
12409,7.4,1004
18433,6.85,2719
13561,7.28,1178
9302,6.77,4412
6209,6.91,2471
8068,7.07,1567
18151,7.22,1312
9353,6.66,5944
12364,6.97,2228
17844,7.5,872
5846,7.38,1051
117,8.07,553
15406,6.89,2186
14364,7.54,876
6557,8.16,560
2390,6.9,2158
6044,6.67,5017
12034,7.01,1709
14415,7.28,1160
6406,7.0,1771
1236,7.22,1220
12459,6.74,3748
9865,6.92,1929
19785,7.33,1057
18465,6.72,4429
10884,7.58,834
12535,6.78,2846
6921,7.67,830
17412,6.76,3278
4743,7.37,1118
20242,7.17,1470
15474,6.87,2451
4778,7.41,1020
19293,7.55,930
3440,7.15,1401
14632,6.84,2564
6515,7.25,1127
1091,6.75,3300
13741,7.18,1218
7240,7.03,1520
1534,7.26,1195
14073,6.75,3435
1340,7.33,1064
16612,6.97,2141
18431,6.87,2322
185,6.98,1727
15235,7.06,1462
4916,7.27,1242
11970,7.31,1064
6024,7.16,1245
12957,6.95,1757
18411,7.53,812
13192,6.98,1686
11836,7.15,1257
8125,7.68,730
16300,6.87,2074
4909,6.88,2314
10215,8.11,563
17487,7.02,1588
11528,7.22,1360
1382,6.96,1718
10784,6.69,3666
13565,6.88,2031
14409,6.91,1868
17927,6.82,2336
1738,7.44,1107
15414,6.91,1846
19732,7.4,892
5711,7.02,1501
9907,7.04,1446
8926,7.09,1284
19257,7.49,824
17931,7.23,1195
6449,7.26,1106
1777,6.56,19464
334,6.77,2645
13734,6.69,4209
13132,6.6,7143
8023,6.54,15197
14169,6.71,5683
8683,7.11,1372
10108,7.1,1461
1721,6.73,5225
6389,7.06,1553
17837,7.0,1483
19987,6.98,1684
17862,6.91,2078
13770,7.95,590
12264,7.29,1152
1468,6.95,1659
418,7.13,1227
1827,6.71,3182
9289,6.59,7808
3863,6.86,1946
10031,7.7,731
4107,8.49,512
20081,6.98,1683
14013,6.92,2134
15039,6.89,2087
5910,7.52,898
10827,6.75,2860
18430,6.81,2239
776,7.09,1263
12010,7.98,550
19965,7.15,1261
12351,6.68,3313
8673,7.95,604
9653,6.63,3954
16595,7.06,1351
1706,6.64,3807
2688,7.4,846
8333,6.92,1639
7037,7.51,752
8460,6.98,1648
13399,7.27,920
19788,6.94,1594
19968,7.27,1004
8949,6.86,1868
9376,6.99,1406
8165,6.66,3563
4878,7.97,551
4119,6.67,3366
17232,6.92,1602
19815,6.66,3766
9735,7.03,1474
16045,8.02,561
3539,6.9,1744
19136,6.86,1841
6757,7.6,720
15218,7.27,1112
6896,6.72,2672
15642,6.72,2691
12824,6.88,1747
14438,7.29,1010
4314,6.77,2728
15648,6.9,2059
17115,6.62,4109
1337,6.71,2757
15998,7.83,697
19585,7.83,666
17235,6.74,2370
1615,6.9,1670
10698,7.06,1264
14791,6.51,10228
8903,7.0,1379
12442,7.68,776
11869,6.55,6733
14578,6.82,1925
12134,6.54,6570
194,6.93,1469
2711,6.7,2903
1038,7.51,690
2334,6.77,2321
137,7.43,801
6465,7.1,1158
13049,6.54,6385
6682,6.6,4043
14928,6.96,1421
6635,6.93,1521
17155,6.97,1385
4623,6.97,1510
12875,7.7,643
12097,7.17,1040
1528,7.7,653
8978,8.1,521
4674,6.62,4022
7380,7.57,712
13788,6.75,2160
16457,7.83,580
14077,7.36,840
6086,6.67,2935
4346,6.83,1809
4236,6.87,1714
2238,7.63,715
19086,7.18,1025
1845,6.53,8865
19244,6.86,1699
10083,6.84,1723
18475,7.03,1446
4599,7.18,1020
8791,6.99,1434
7861,6.81,1917
1239,7.57,684
17516,6.78,1959
14098,7.46,748
6018,6.93,1411
12398,6.69,2565
18439,6.84,1807
6330,6.9,1587
3958,6.56,4341
8113,6.85,1649
5686,7.09,1213
5976,8.03,494
343,7.16,1005
16763,6.8,1813
14462,7.03,1289
5923,7.0,1305
17238,6.76,2065
20474,7.01,1321
13933,6.82,1682
10488,7.23,1001
16392,7.55,793
16887,6.58,9305
4311,6.97,1367
3924,6.77,2198
2264,6.88,1556
19360,7.17,1034
3114,6.7,2342
14881,7.24,1090
14555,7.98,503
1952,7.1,1130
20130,7.22,972
18673,6.65,2836
20022,6.98,1267
9086,6.77,2057
169,7.43,761
1093,6.63,3106
7275,6.63,2944
18904,6.62,3464
17480,6.55,5411
10783,7.25,893
898,6.66,2456
16792,6.99,1258
14319,7.72,607
14620,6.91,1398
10744,6.67,2693
19215,6.78,1784
14119,7.0,1216
19706,7.33,946
20166,6.62,4488
8676,7.05,1196
19744,6.55,4393
18670,7.12,1014
12325,6.73,2056
17756,7.46,738
10034,7.16,925
8610,6.54,4393
6069,6.83,1625
661,7.39,836
10237,6.62,2957
8833,6.98,1197
13356,7.03,1203
9748,6.82,1937
11824,6.77,1997
5975,7.67,625
10444,6.74,2004
1589,6.93,1362
19165,7.67,618
15494,6.84,1670
8015,7.24,859
13594,7.95,519
11897,6.99,1196
17476,7.73,582
17860,6.57,4799
12788,6.8,1564
4324,6.97,1278
6501,6.61,2705
10459,6.8,1642
20350,7.16,942
17376,6.83,1511
12686,6.79,1690
16481,6.98,1303
20331,6.64,2800
5879,6.67,2777
1771,6.93,1609
14544,6.49,7788
10846,6.71,2050
12348,6.9,1350
4890,7.15,945
10343,6.73,1901
9462,6.81,1495
20028,6.91,1521
7816,7.47,648
6738,7.46,678
16447,7.68,579
18343,7.21,882
12024,7.6,603
9069,6.96,1371
6859,7.16,890
13409,7.07,960
5877,6.69,2281
9670,6.97,1129
1721,6.54,8675
11256,7.48,756
6298,6.66,3224
14635,6.74,2090
8020,7.17,887
13617,6.81,1537
18632,6.67,2102
12311,6.56,3173
14581,7.54,667
10752,6.49,4798
12976,6.79,1492
10113,7.42,713
1474,7.03,1059
12146,6.54,3422
12729,6.83,1395
12251,7.85,518
13487,6.73,1697
19335,6.74,1701
15707,6.75,1714
8209,7.35,710
9778,6.91,1245
19107,7.27,780
17113,6.81,1585
4384,7.22,849
5638,6.61,2555
19938,6.61,2458
12728,7.01,1081
12436,6.47,6142
6369,6.78,1727
17511,7.88,489
10909,7.49,753
5907,6.97,1269
129,7.87,452
707,6.7,2125
13589,6.76,1754
4658,6.89,1258
3133,6.92,1167
16279,7.32,728
3169,6.84,1397
13613,6.85,1326
11490,7.22,913
12405,6.9,1171
2021,6.74,1765
17863,7.2,961
4840,7.27,821
7217,6.7,2135
1457,6.58,2664
15535,6.76,1638
5689,7.15,916
1955,6.78,1470
8162,6.58,2656
12853,7.65,579
14078,6.96,1167
13384,7.38,666
18933,7.22,822
14095,6.79,1602
1742,6.96,1539
12317,6.86,1238
3873,7.07,941
1513,7.57,592
2511,6.71,1675
5780,7.35,765
13603,6.91,1157
15295,7.09,927
4086,6.74,1618
9440,6.46,4339
18372,6.89,1144
12321,6.63,2044
9466,7.42,607
8282,6.88,1158
5782,7.32,782
3785,6.63,2139
10611,6.72,1707
12336,7.09,904
1370,7.93,439
6500,7.45,617
19401,7.22,784
19382,6.5,3437
17623,7.8,522
7425,6.62,2315
2064,8.32,356
7940,6.81,1354
2708,6.57,2446
17586,7.25,748
3838,6.85,1304
8989,7.15,787
6585,7.09,872
2231,7.17,895
8997,6.6,2336
13543,7.77,517
13765,6.65,1823
18501,6.48,3524
19452,6.91,1107
8959,6.75,1415
6284,6.63,2560
5665,6.74,1592
11333,6.56,2386
8316,6.53,3010
3243,7.26,717
16953,6.89,1335
19500,7.1,850
8387,7.02,1162
11326,6.61,2073
10632,7.56,571
19590,6.64,2384
13547,6.7,1717
13221,7.26,720
5680,7.48,683
3880,6.64,1921
17964,6.62,2096
12239,6.99,942
4879,8.44,366
9617,7.08,961
12004,7.0,925
9682,6.85,1220
6736,7.55,574
18392,6.69,1590
14569,6.94,1036
6562,6.55,2457
16615,7.41,718
17245,6.55,2552
9851,6.94,1000
14018,6.7,1607
11851,6.58,2245
4076,6.46,3906
10056,7.13,798
12689,6.57,2223
17048,6.93,1048
12099,7.54,581
2758,7.07,906
18708,6.84,1250
13171,6.4,6365
12938,6.62,2295
13034,6.57,2249
1084,7.0,1003
14659,7.07,827
19983,6.88,1180
6070,6.88,1075
11105,6.81,1219
3021,6.45,3814
16850,6.59,2020
3999,6.52,2567
13977,8.02,400
569,6.99,981
14133,6.79,1540
11779,6.73,1448
10099,7.11,818
7669,6.75,1289
3560,6.81,1299
4556,7.8,474
2966,6.84,1118
11280,7.08,970
270,7.05,935
7332,6.47,3326
9500,6.57,2316
10213,8.12,396
19121,7.41,672
3447,7.11,799
4417,7.2,718
10914,6.55,2226
19148,8.34,343
438,6.51,2606
17032,6.52,2416
11102,6.73,1429
13082,6.61,1843
20146,7.51,613
15995,7.38,663
6964,7.28,727
5668,6.53,2495
17628,6.85,1248
17173,6.67,1583
15608,6.44,3260
15338,7.29,672
13508,6.91,993
16069,6.84,1400
10441,6.81,1164
2464,7.63,518
13961,6.36,6765
526,6.43,4540
19087,6.84,1108
7947,7.17,726
10400,6.79,1207
7566,6.87,1115
16778,6.77,1228
7721,6.38,9397
20106,6.64,1660
5630,6.49,2592
5321,6.77,1244
18197,8.09,375
20025,6.91,1010
7081,7.42,596
5778,7.51,579
12101,7.29,664
3580,6.51,2736
12157,7.07,779
13274,8.19,609
8054,7.06,852
10575,7.09,877
4132,7.25,772
9059,7.15,764
2736,6.86,1325
17406,6.92,1041
12603,6.84,1039
3558,6.76,1366
13024,6.59,1768
9762,6.82,1145
19450,6.98,840
8786,7.6,506
20575,7.38,595
6457,6.88,976
5881,7.19,774
17251,7.05,810
16376,7.16,749
10667,6.76,1445
17327,8.18,369
15365,7.13,739
7942,7.01,783
20008,6.65,1555
14808,6.31,19119
17104,6.5,2380
19092,6.91,915
8568,6.9,992
9929,6.35,6695
13552,6.78,1148
7504,6.59,1875
2287,6.69,1358
13580,7.9,413
3610,6.76,1169
141,7.93,368
18992,6.58,1992
17753,6.76,1191
15203,7.03,790
17169,6.87,1003
8649,7.2,649
10312,7.47,594
12631,6.79,1154
11896,7.92,403
2333,7.13,727
18320,7.42,597
12447,7.06,780
18581,6.77,1132
7894,6.85,966
3382,6.5,2340
5219,6.97,828
16059,6.6,1974
11130,6.36,4592
19930,6.69,1303
3932,6.92,937
9442,6.75,1190
3885,6.71,1408
15644,7.6,474
12467,6.95,862
8375,7.22,814
2746,6.37,7439
8273,6.44,2632
3390,7.25,618
330,6.97,799
4452,7.53,497
6275,6.57,1738
1354,7.11,689
2459,6.91,882
1326,8.68,301
13744,7.15,651
2386,6.85,1000
17702,6.86,1054
15154,6.4,3357
8245,6.43,2922
20162,6.67,1653
8628,7.21,628
7435,6.65,1335
17467,6.66,1317
4930,7.3,607
16879,7.09,737
12248,6.85,932
11013,6.77,1067
15741,6.87,990
1900,6.35,5157
20203,6.67,1314
14214,6.46,2476
15651,6.58,1572
10078,6.99,818
11272,6.38,3262
17296,6.87,906
35,6.6,1607
2590,7.11,721
1753,6.66,1738
1584,7.24,616
1904,7.89,391
15090,7.14,706
692,6.8,1021
13536,6.65,1366
5579,6.85,951
143,7.29,537
1481,7.12,699
20067,6.86,905
734,6.88,1022
1876,6.39,3913
699,6.9,870
12883,8.2,325
29,6.57,1731
2881,6.64,1506
