Title,Avg Rating,Num Ratings
6366,7.29,595
4307,6.82,989
3593,6.41,2938
864,6.43,2434
1200,6.87,895
12657,6.44,2424
8159,6.95,819
11808,6.99,903
654,7.03,715
3934,7.32,552
5784,7.39,566
8837,6.55,1724
16433,6.58,1516
12353,7.11,683
5742,6.66,1343
6549,8.2,406
6717,7.0,772
7846,6.7,1182
14552,6.73,1120
19871,7.97,357
12710,6.51,1955
19647,7.69,589
14086,6.62,1393
5088,6.77,1022
772,6.41,3230
10940,6.6,1423
19446,6.88,885
18736,6.49,1872
7386,6.47,2086
17259,6.5,2034
3267,6.51,1911
3930,7.6,434
131,7.55,432
10811,6.62,1337
2157,6.97,889
9141,6.55,1611
4593,7.64,451
2539,6.77,1125
18256,7.06,691
10844,6.85,872
12054,7.2,569
7633,6.54,1628
12103,6.52,1751
14065,6.51,1934
5776,7.6,471
17161,6.48,2256
19478,6.74,1095
19512,6.67,1286
19295,7.03,738
14448,6.3,7955
15881,6.79,1132
13768,7.32,529
4017,6.47,2046
179,6.67,1229
1896,7.27,519
7557,6.83,944
4057,6.71,1209
16462,6.75,1018
1211,6.66,1345
5751,6.59,1643
7667,6.46,2165
17857,7.41,481
12663,6.77,969
11526,6.62,1340
6917,7.11,747
7515,6.76,982
19761,7.49,465
16727,6.49,1889
16940,6.48,2756
2424,7.05,690
17291,6.56,1457
17923,6.91,787
10361,6.3,4741
12761,7.25,573
17278,6.61,1396
12861,6.63,1271
10764,7.14,670
9739,7.47,434
12884,7.31,530
8158,7.03,695
6319,7.51,457
11115,6.56,1472
4740,7.26,607
15924,6.43,3334
15192,7.3,516
4592,6.78,921
13680,6.46,2044
20046,6.71,1090
19368,7.37,548
18111,7.04,657
12655,7.51,476
6666,7.39,517
12932,6.43,2307
1619,6.52,1548
16802,6.28,7203
13406,6.41,2205
11004,6.53,1544
6810,7.47,454
15290,7.37,539
8957,6.51,1680
18941,7.19,607
15142,6.66,1162
967,7.23,638
7018,6.47,1951
12908,6.77,906
1748,6.51,2232
11793,7.86,364
2420,7.0,716
4960,7.53,415
9105,6.95,717
12111,6.47,1877
4793,6.49,1699
13732,6.44,1909
1164,7.97,324
18424,7.17,578
11880,6.79,1307
17253,7.38,536
14682,6.91,750
5927,7.23,649
11573,6.94,726
6621,6.53,1418
16884,6.41,4286
7401,6.93,766
6853,7.74,426
9657,6.45,2496
13679,6.97,689
17755,7.02,702
3256,6.88,799
9469,7.28,498
8614,7.39,465
8665,7.6,436
15668,7.5,456
15040,7.04,646
9918,7.05,626
18042,8.43,299
4241,6.73,963
9662,6.54,1472
14206,6.47,2655
5729,6.7,1002
13254,6.57,1269
39,6.47,1716
32,6.68,1021
20476,6.24,11650
9224,6.78,855
2210,6.67,1109
6301,6.92,841
2534,6.74,1006
14665,6.82,804
10279,6.89,737
8968,7.42,445
14877,7.02,677
9419,7.04,603
2153,6.92,828
11864,6.63,1138
14662,6.72,928
4967,7.51,456
4893,7.16,560
3309,6.65,1082
19187,6.69,1004
15461,7.8,374
2306,6.4,2113
10894,6.41,2251
3906,7.07,585
5578,7.76,382
5824,6.67,1136
8296,7.44,430
16375,7.15,536
18739,7.07,588
10080,7.82,348
20236,7.36,454
7594,6.93,662
2458,6.63,1125
2248,6.5,1438
14947,6.56,1308
8371,6.48,2059
5244,6.87,736
1656,6.51,1478
2791,6.52,1405
11928,6.68,1002
17084,6.79,867
6929,6.97,711
12998,7.55,421
17816,6.6,1164
8869,7.13,573
5681,7.01,746
10869,6.37,2432
9218,7.19,523
6200,6.64,1050
16999,7.99,378
17276,7.66,368
16283,7.35,440
7377,7.07,624
13831,7.07,654
5946,7.23,493
13270,6.91,691
12578,7.41,456
17485,6.55,1252
5531,7.39,461
11856,6.89,718
12058,6.53,1275
13872,6.77,825
16598,6.96,625
1391,7.32,541
5432,6.89,700
10233,6.39,2042
6715,7.06,601
6244,6.51,1383
16835,8.4,325
18022,7.76,367
4100,6.95,679
18924,7.74,354
4799,6.57,1207
18456,6.46,1653
9050,6.37,2160
14221,7.22,547
20559,6.49,1384
12019,7.2,529
12031,6.45,1633
14201,6.85,850
10890,7.71,348
694,7.58,368
18136,6.96,616
7799,6.57,1268
10472,7.0,658
12375,6.77,816
1678,6.51,1290
13901,6.85,685
13411,6.91,638
14345,6.91,639
19596,6.71,961
1574,7.56,381
6324,6.57,1208
19806,7.17,523
17368,6.54,1217
6363,7.03,628
17950,6.78,1130
11369,6.26,5437
18090,6.99,579
7641,7.09,556
16604,6.69,884
17729,6.79,837
11181,6.63,955
7399,6.56,1091
16451,6.44,1496
19221,6.87,708
16877,6.56,1196
13879,6.46,1455
13489,6.71,918
4459,6.61,1033
6067,6.52,1259
368,7.07,567
4780,7.67,370
3462,6.79,781
1569,6.93,631
10740,7.62,375
2412,6.86,669
2316,6.71,850
4865,6.45,1410
110,7.0,619
1314,6.42,1535
4125,6.6,1039
2805,7.36,406
9939,6.59,1085
14302,7.35,431
12634,6.84,678
14584,6.46,1333
14439,6.43,1574
4418,6.45,1473
14554,7.37,421
19116,6.89,674
14102,6.65,930
15466,6.94,666
16434,6.47,1342
7600,6.21,4370
4285,6.86,654
14381,6.39,1921
19743,6.96,572
4936,6.44,1500
15138,6.62,993
13468,7.08,516
7322,6.66,849
11309,6.55,1156
16035,6.52,1283
6274,6.5,1235
1735,6.98,676
9581,6.38,1855
19550,7.01,578
7211,6.39,1690
12755,6.56,1334
10345,6.63,923
9409,7.05,686
3010,6.72,810
4014,7.83,317
4317,6.83,719
1095,6.88,668
13839,6.56,1375
5925,6.49,1317
14045,6.52,1488
18796,6.79,698
14519,6.43,1558
12545,6.81,703
13107,6.8,766
10917,6.59,1099
243,6.57,1033
9444,6.98,556
13349,6.42,1600
6033,6.85,651
17063,6.42,1461
3694,7.12,552
2574,7.11,553
7217,6.93,650
3314,6.22,13697
4446,6.72,786
12217,6.69,836
13674,6.94,612
9572,7.07,552
14951,6.98,590
10820,7.23,477
3159,7.01,544
14316,6.67,983
546,6.65,898
9503,6.39,1596
12093,6.89,660
2942,6.85,644
14370,6.37,1956
6863,6.62,916
17742,6.64,860
14430,7.31,395
20141,7.69,362
12478,6.65,923
5538,6.48,1217
18118,7.04,561
11781,6.76,701
5841,7.45,488
11920,6.7,814
19910,6.45,1336
2346,6.41,1692
12189,7.06,556
5904,7.48,426
4760,7.99,332
11167,6.68,831
14528,7.15,560
3844,6.23,4554
8795,6.46,1301
3023,7.1,520
2901,7.03,576
3541,6.47,1210
8318,7.51,403
2937,7.88,286
5827,6.18,5602
1669,6.47,1158
4855,7.47,345
16837,6.43,1397
16281,7.18,456
19164,7.88,358
14325,6.76,698
19961,8.0,295
10216,7.18,442
8244,6.84,610
19811,6.92,564
8816,6.53,1067
8246,7.59,320
13223,7.29,405
13750,6.61,891
15409,6.54,995
4007,6.63,884
18202,6.47,1377
15774,6.91,565
19094,6.58,927
17244,6.92,569
18376,6.42,1323
3591,7.93,297
7959,7.08,537
66,6.44,1327
1941,6.78,652
4011,7.83,299
629,6.67,993
19341,6.66,791
9946,6.57,1005
3916,6.6,844
8225,6.71,739
10086,6.49,1092
11672,6.29,3821
2685,6.39,1453
9646,6.98,514
2640,6.18,5254
3571,6.35,2004
10447,6.53,1006
4444,6.64,817
9366,6.76,690
11183,6.43,1308
5930,6.53,1156
7962,6.48,1166
3535,6.91,560
2845,6.9,606
9028,7.3,392
9396,7.01,516
12759,6.46,1414
3029,6.29,1976
11170,6.8,677
18324,6.19,3454
5929,7.46,395
10303,6.45,1237
19536,6.65,912
19375,8.07,378
2004,7.24,471
19100,6.36,1489
14140,7.07,472
19001,6.8,627
1228,6.97,503
20385,6.94,552
16955,7.64,342
18693,7.21,409
13414,6.79,793
11867,6.73,695
16825,7.17,401
17593,7.57,335
10263,6.91,547
15070,6.74,684
13028,6.68,719
15288,8.07,308
11514,6.56,931
4135,6.73,690
18158,6.74,692
11197,6.6,805
20279,6.49,1047
207,7.16,460
3724,6.34,1587
6230,6.87,584
3184,6.33,1862
12161,7.34,353
19592,6.38,1961
18222,7.38,361
7840,6.44,1192
15578,7.76,300
4746,7.18,450
886,6.43,1259
1257,7.05,564
1517,7.46,358
4620,6.46,1279
18104,6.52,1352
18547,6.31,1701
19461,6.86,561
15891,7.33,392
10920,6.29,1916
3729,6.61,808
15802,6.49,1074
20001,6.68,813
1709,7.45,353
13379,6.56,882
3044,6.9,627
13309,6.49,1108
15403,6.41,1520
8634,6.85,569
20312,7.92,241
9245,6.73,833
11762,6.36,2071
12290,6.6,882
8830,6.45,1109
8324,7.6,301
17972,7.05,480
17153,6.83,591
16482,6.6,805
17864,7.41,396
1746,6.39,1646
17241,6.34,1435
19947,6.72,724
17120,6.44,1276
574,7.21,411
19227,6.76,604
12668,6.39,1277
4040,6.58,970
10599,6.58,820
5911,6.51,1309
2025,7.08,455
16092,6.49,978
11613,7.05,484
5659,6.9,588
16960,6.38,1457
18795,7.55,312
15310,6.97,495
9510,6.15,5213
15980,6.54,1026
9222,6.79,644
19077,6.52,893
363,6.89,590
148,7.57,293
12007,6.41,1237
2308,6.36,1362
8944,7.03,468
4728,8.24,243
2006,7.48,343
1161,6.42,1179
9305,6.5,1113
12095,6.78,641
12652,6.66,709
10185,7.12,435
19475,6.74,714
2143,6.29,1879
18671,7.36,333
12102,7.03,452
10692,6.59,778
1975,7.49,309
1300,6.35,1412
10356,6.49,937
12735,7.82,275
14212,6.94,520
6178,6.38,1225
9464,6.62,747
16920,7.87,267
3904,6.42,1041
8270,6.99,466
19904,6.9,507
7367,7.23,393
2867,6.3,1535
17247,7.63,306
3167,7.24,368
17496,8.0,247
7810,6.54,877
3894,7.76,310
1928,6.41,1235
1744,6.74,700
12887,6.91,504
4835,6.63,1042
11810,6.72,633
4751,7.47,324
10093,6.88,519
3428,8.19,249
5494,7.0,477
13556,6.42,1077
19105,7.75,263
18563,6.23,2158
1897,6.41,1166
5243,7.37,332
6266,8.74,184
13311,6.68,730
17177,7.84,263
15874,7.32,369
5508,6.87,498
10552,6.77,599
10315,7.47,336
19935,6.9,514
12999,8.08,245
7206,6.51,864
6474,7.52,313
7859,6.61,751
6423,6.37,1378
16359,7.53,305
92,8.72,164
2442,6.39,1149
14613,7.42,362
19010,6.52,830
18423,6.49,917
814,7.63,300
19154,7.69,269
1620,6.59,750
4973,7.82,257
15148,6.43,1031
7925,6.23,1795
13988,7.25,369
7993,8.05,230
17741,7.41,321
8293,6.23,1930
13923,6.68,634
12600,7.3,359
5895,6.73,661
19494,6.32,1447
14718,6.13,5858
10683,6.52,845
10719,6.57,800
7661,6.37,1157
15,6.41,1061
15738,6.77,562
1598,6.43,989
6430,6.31,1337
11096,6.6,711
4906,6.74,642
6638,6.79,547
9732,6.4,1072
5968,6.63,762
7885,6.74,597
2476,7.04,411
19123,6.64,710
5902,6.53,993
4384,6.41,1095
678,6.68,634
10337,7.21,405
9758,8.04,218
6060,6.37,1151
18618,7.52,309
18553,6.35,1281
2920,6.91,476
12294,6.22,2509
14037,6.43,975
18772,6.76,575
19223,6.59,703
9357,7.0,410
2969,6.58,706
12236,6.54,826
14240,7.74,248
11894,6.63,729
1520,7.84,242
7909,7.95,224
2449,7.7,282
9370,6.75,568
7043,6.61,653
3413,6.48,822
12390,6.72,663
10244,6.37,1147
1980,6.46,962
1659,6.4,1036
2474,6.17,2378
1760,8.43,186
9448,6.44,898
1465,6.56,739
16499,7.02,440
7225,6.57,714
8205,6.47,877
510,6.92,530
11645,6.62,877
1757,7.22,435
16247,6.45,1022
19932,7.4,295
1393,6.29,1301
7739,6.41,939
14190,6.3,2057
3183,7.23,348
1254,7.39,328
3166,7.43,297
12786,6.59,733
8854,6.37,1163
134,8.18,192
12277,6.28,1320
1733,6.51,1034
7266,7.81,236
8818,6.41,957
4659,6.92,437
1576,7.2,365
16443,6.64,655
11828,6.87,486
12925,6.57,787
17342,6.72,561
10462,6.97,428
62,6.55,744
3016,6.36,1365
4022,6.62,651
13428,6.69,569
17963,6.94,470
19268,6.86,476
5901,7.84,231
2478,6.34,1264
20499,6.56,728
15628,7.07,391
19258,6.41,1015
10252,6.21,2310
16958,7.6,276
7357,8.06,251
12930,6.74,547
2669,7.72,265
18964,6.93,458
1008,6.36,1106
6228,7.13,362
19555,6.54,808
1586,6.99,433
16441,6.99,416
16828,7.61,283
2680,6.72,520
649,6.73,640
1894,8.08,206
8974,6.23,1633
16464,6.24,1629
18955,6.67,666
12212,6.85,499
10492,6.57,746
19715,7.08,401
2794,6.4,1059
6529,7.43,286
18172,6.78,559
11646,6.63,815
18227,6.61,663
9495,6.87,488
1992,8.12,191
19828,6.93,412
2886,7.41,287
11085,6.85,484
4749,7.25,364
8767,6.41,914
15451,6.6,615
16361,7.62,259
4603,6.76,578
6813,6.47,1116
9267,7.34,300
3039,6.27,1298
4229,7.57,278
20360,6.81,473
5323,6.96,482
15087,7.12,389
8840,6.19,2307
18428,6.83,474
8939,7.72,327
10518,6.88,467
14224,6.47,806
2950,6.93,405
6876,6.17,1973
5398,6.4,921
8596,6.52,774
20503,6.33,1408
17029,6.49,772
5839,6.33,1382
6566,6.11,3379
16523,6.57,652
16901,6.35,1419
7364,6.57,637
890,6.28,1216
4233,6.48,782
1194,7.08,360
590,6.99,397
11660,6.33,1533
12640,6.69,544
4882,6.6,658
11039,6.85,478
17012,7.22,348
7888,6.97,394
13226,7.62,251
9904,7.93,232
17999,6.33,1141
19234,8.4,240
1206,6.32,1130
2888,6.37,953
15159,6.66,681
1681,6.93,441
12873,6.64,648
17379,7.31,293
1662,6.27,1281
116,8.37,164
732,6.16,2919
10721,6.65,614
5599,6.22,1506
122,6.99,383
4383,6.89,424
10443,6.91,413
140,8.21,174
19825,7.19,328
7039,6.93,394
12292,6.56,700
18426,6.78,496
4726,8.3,180
16401,6.04,9978
8478,6.8,521
5404,6.52,689
4266,6.53,677
8897,6.88,458
18567,6.35,966
9673,7.46,268
14619,6.48,713
5388,8.04,264
17621,7.17,366
13418,6.66,526
6334,6.75,498
9984,6.35,922
13031,6.53,657
5891,6.31,1133
7558,6.95,398
15928,6.16,3657
10270,7.19,327
4078,6.18,1717
7679,6.58,597
7684,6.69,524
16234,7.23,332
18443,6.31,1041
8802,6.67,601
15984,6.77,482
12140,6.37,877
3397,7.28,318
19539,6.41,856
10628,6.64,644
15982,6.84,460
2403,6.46,754
1331,7.21,345
8009,8.28,198
17589,7.23,366
8055,7.82,218
3384,6.22,1395
12895,6.43,797
276,7.16,341
14679,7.12,330
12445,6.34,1025
7849,7.08,446
15207,6.65,592
17708,6.95,414
9333,6.98,386
10714,6.56,626
13913,6.17,1977
6165,6.18,1610
2666,6.56,626
19598,6.42,1031
410,7.41,278
19380,6.95,413
3783,6.79,469
5223,6.62,569
12572,6.06,5127
5040,6.64,554
10927,6.5,661
789,7.6,238
9147,6.35,932
19179,6.28,1136
19753,7.01,365
16129,6.9,455
17933,7.62,251
8289,7.26,299
14390,6.66,542
10874,7.23,296
5633,6.5,722
1063,7.36,258
16963,6.54,638
10311,7.68,256
709,6.4,816
6696,6.54,629
10944,6.66,533
19240,7.14,323
8821,6.26,1111
15252,6.99,358
16252,6.42,775
2388,7.08,332
20541,6.84,402
16918,6.12,2126
11151,6.65,562
9133,6.3,1019
11310,6.95,367
9609,6.24,1212
13910,6.33,940
1710,7.09,324
1341,7.24,308
14777,6.52,634
9614,6.19,1419
60,6.28,1067
14607,6.63,542
1328,6.19,1600
7825,6.28,1031
8070,7.42,265
13599,6.3,1122
8206,6.9,393
19953,6.47,684
18173,7.55,238
16622,6.91,419
11194,7.3,307
19159,6.47,685
20086,6.11,2216
192,7.02,340
11186,6.57,700
10327,6.8,422
14342,6.58,555
13381,6.5,646
19201,6.55,598
7752,7.43,259
4852,6.47,672
8696,6.3,973
7322,6.98,342
19155,6.52,619
14534,6.91,379
3306,6.31,964
12798,6.37,845
19473,7.25,330
3226,7.31,266
11550,6.62,515
15110,7.59,279
8973,7.43,248
9924,6.2,1250
5888,6.11,2283
7295,6.66,551
3801,7.01,340
14260,7.62,249
1053,6.87,394
4820,6.99,357
19424,6.48,640
17413,6.63,537
15285,6.94,380
13124,6.21,1766
4364,7.35,303
14570,8.04,199
1214,7.09,346
20160,6.56,657
19030,6.65,500
8672,7.36,269
10250,7.4,243
13258,6.3,936
4113,6.18,1491
16263,7.04,385
15507,6.35,811
6972,7.12,299
83,6.42,802
16038,6.46,688
1776,6.83,518
7084,6.46,639
1970,6.66,498
7626,7.27,265
16362,7.55,234
6422,7.08,342
10878,6.32,900
19572,6.14,2231
9363,6.91,354
14048,6.81,483
437,7.61,249
17078,7.27,287
10339,6.86,397
317,7.07,337
15059,6.23,1205
17319,7.9,196
13315,6.66,500
7340,6.57,572
12179,7.3,258
12542,6.61,535
4411,7.27,270
8963,6.99,337
7234,6.8,400
20488,6.06,4895
88,7.45,240
18722,7.22,295
1034,7.01,325
16296,6.71,436
14786,6.56,551
8018,6.52,631
12724,6.08,2628
6062,7.22,311
55,6.73,483
5178,6.45,640
8754,7.38,292
16245,6.73,418
14604,7.01,360
37,6.64,462
17994,6.97,471
20232,7.69,225
11506,6.08,3661
4752,7.83,200
10787,6.53,558
10888,7.69,214
917,6.44,649
7487,6.44,702
2780,6.48,661
19230,6.83,415
19336,6.58,537
2436,6.64,485
16709,7.28,264
1471,6.3,862
14523,6.41,709
9331,6.72,422
3418,7.33,263
5643,6.34,830
7969,6.6,498
18546,6.51,598
18557,6.62,513
19323,6.48,604
17865,7.76,237
3140,6.15,1592
6269,7.59,219
14594,8.05,170
6272,6.55,548
42,6.57,581
20164,6.16,1696
14241,7.51,236
13697,7.17,292
4005,7.34,239
6293,6.7,455
1252,6.65,508
12037,7.17,281
4071,7.31,250
20038,6.91,353
14177,7.89,219
15769,6.58,526
3968,7.25,270
13825,6.18,1362
15333,6.86,413
3433,6.33,821
533,6.32,827
6227,6.61,501
319,6.67,484
18027,6.79,397
5789,6.94,419
2185,7.39,265
14080,7.08,302
4553,7.03,341
12654,6.89,363
3252,7.42,229
14305,7.18,267
19228,6.34,789
19465,6.32,799
14313,6.2,1301
16785,6.42,648
3137,6.37,873
12792,6.21,1099
14021,8.07,167
1439,6.43,628
11579,6.21,1150
19629,6.74,470
15398,6.31,867
3112,7.29,322
14179,6.27,898
2585,6.58,496
1928,6.94,368
13345,6.1,2101
12868,6.58,591
19883,8.19,224
12768,7.11,291
6283,7.53,244
11956,6.66,596
14939,6.75,405
2616,6.77,408
8661,7.85,201
16739,7.74,186
17220,7.26,271
6451,6.78,401
16518,6.64,473
4808,6.53,693
12269,7.71,189
19458,6.84,356
4872,6.36,746
7657,6.6,636
5593,6.64,570
7767,6.51,558
13525,6.28,862
18449,7.09,285
14384,6.46,611
18981,6.5,569
13026,6.42,653
13564,6.72,423
2823,6.47,571
12871,7.38,245
10123,7.28,257
3841,6.43,621
8123,6.67,478
3969,7.13,287
5644,6.6,475
3451,6.11,1535
242,6.84,372
7395,6.3,817
13326,6.38,668
5580,6.78,373
10520,7.57,196
17483,7.37,226
19632,6.56,521
17214,6.33,800
6461,6.92,322
7491,6.41,701
2451,6.36,736
19727,6.62,506
2423,7.63,216
6472,6.15,3000
16854,6.83,357
15686,6.75,430
12200,6.56,522
14367,7.04,304
6806,7.48,242
113,7.74,180
8638,7.43,223
8308,6.96,310
18077,7.01,321
13645,6.95,320
18204,6.69,438
15042,7.7,223
14673,7.42,230
6770,6.37,644
1229,6.43,634
5480,6.19,1046
12748,7.08,291
10528,6.48,598
2567,6.49,587
7535,6.38,674
12888,6.86,377
17631,7.14,293
2494,6.64,417
2995,6.61,457
10706,6.07,1765
17768,6.55,550
4283,6.96,333
2955,6.33,696
14758,7.56,214
12777,7.5,225
6680,6.55,490
17167,7.89,169
12430,7.9,165
11512,7.07,286
19998,6.67,418
10951,6.7,385
19783,7.35,232
14243,6.16,1169
11806,7.0,279
10316,8.04,175
16976,6.67,474
12965,7.09,274
6119,6.58,487
1262,5.96,14509
4576,6.52,634
11353,7.39,212
12006,7.63,197
8898,6.58,496
4084,6.1,1436
19412,6.25,892
17396,7.48,223
567,7.12,273
10537,6.42,575
12529,7.21,248
11796,6.95,286
833,6.38,713
2015,6.15,1704
10177,6.67,405
2380,6.93,307
10429,7.97,164
16398,7.08,297
1466,6.52,625
7685,7.14,265
13043,6.23,857
3027,7.35,227
17258,6.86,340
16293,7.82,180
15765,6.78,348
18013,6.43,539
13707,6.04,2362
18869,6.73,368
8251,6.25,838
16964,6.41,574
4901,6.54,469
4616,6.12,1840
7214,6.66,475
10704,6.39,655
14011,6.18,971
8651,6.29,834
1972,6.45,502
20058,6.16,1241
17744,6.34,658
4111,8.02,148
15703,6.78,410
4082,7.19,238
1990,6.38,630
18949,6.13,1191
8240,7.39,218
6748,6.98,313
7120,7.47,195
12113,6.66,403
3538,6.81,342
5675,6.48,517
2873,6.41,701
19868,8.37,135
14471,6.19,1467
11715,6.58,574
9129,6.25,803
17781,6.31,844
7285,6.8,373
11987,7.44,222
3442,6.37,656
14622,7.1,267
15212,6.79,328
79,7.35,225
15620,6.48,505
13403,6.5,584
3092,6.61,418
6159,7.16,264
16987,7.61,186
6148,6.31,704
3170,6.86,323
17454,6.13,1150
15640,6.09,1294
12125,7.98,171
6605,7.06,263
18313,7.2,253
5248,6.67,389
12622,7.03,320
16305,6.74,342
2184,7.35,230
2137,6.38,675
11310,6.44,501
14009,6.21,878
2176,6.58,497
13969,7.56,199
12260,6.41,566
17478,7.17,252
19600,6.86,301
7427,7.05,273
1369,7.07,282
203,6.57,468
12457,6.8,334
9675,7.76,186
3663,6.17,986
5504,6.39,556
9713,6.36,602
9770,6.45,518
14711,6.06,1455
1935,7.84,170
9841,7.14,244
7518,6.65,393
13711,6.18,892
19260,7.71,191
11602,7.5,199
7246,6.63,392
8022,7.11,241
11858,7.0,264
19139,6.58,433
11830,6.6,415
19843,6.74,352
14067,6.84,314
6858,6.83,319
14168,6.04,2132
5760,6.36,568
12164,7.41,211
1027,7.01,257
1616,6.51,492
3889,7.14,237
4589,6.43,536
5415,7.2,228
972,7.62,184
9763,6.73,336
8605,6.87,331
10567,7.02,324
8667,7.3,224
7627,6.55,471
19477,6.84,339
11948,7.41,210
3163,6.66,412
17469,6.23,1045
13395,7.12,242
15683,6.93,287
2834,6.42,535
12927,7.06,271
8788,6.26,707
5174,6.55,411
18757,6.6,386
1831,6.68,440
12967,7.57,182
4065,6.33,618
13313,6.98,283
11912,6.57,466
15321,6.09,1390
13114,6.23,725
4276,8.34,137
4787,6.32,657
2951,6.31,717
226,7.22,237
13771,7.58,178
5666,6.67,390
9700,6.2,798
18896,6.67,351
919,6.17,922
9131,7.5,182
17706,7.09,257
15747,6.84,292
10756,6.15,969
9624,6.22,775
7990,6.26,711
2816,6.79,320
3161,6.26,701
15560,6.29,640
119,7.85,143
4727,8.04,153
6484,7.05,246
14774,6.66,371
4314,6.27,904
17570,7.27,220
4319,6.42,525
1313,6.79,361
19822,7.89,151
6817,6.77,369
12914,6.7,369
255,7.1,258
11652,6.06,2424
3807,7.11,235
20497,6.7,430
12520,6.42,536
5698,6.48,452
153,7.65,161
19487,6.79,326
5428,6.07,1149
15625,7.44,200
6730,6.68,341
3138,6.34,676
1359,7.3,223
7305,6.4,492
5614,6.75,374
5621,6.5,462
10968,6.34,564
17401,7.12,222
6498,7.38,195
3708,7.47,189
18701,6.51,458
166,7.97,154
11350,6.24,717
10241,6.49,478
5994,6.48,455
14686,8.08,136
8042,6.59,382
902,6.2,845
8965,6.75,369
13853,6.74,346
18561,6.48,449
13920,6.46,493
19812,7.06,254
15253,6.89,272
17366,6.37,518
6559,7.78,152
6376,6.1,1120
12242,6.94,265
19316,7.0,253
7522,6.64,372
14701,6.45,460
4583,6.58,412
20201,6.62,352
2931,7.34,257
15518,6.11,1248
7222,6.54,463
17460,6.63,363
14629,7.52,188
17219,8.06,137
12108,6.6,382
19530,7.09,241
15255,6.83,287
6145,6.98,246
10872,6.22,804
838,6.38,623
6790,6.26,628
8160,7.33,194
12044,7.51,187
3548,7.3,219
18059,6.24,787
12299,7.5,177
7737,6.11,1030
6290,6.86,355
719,6.33,657
10854,6.36,642
13637,6.19,777
15754,8.01,186
5285,6.87,263
6865,6.93,272
10162,6.21,771
4474,6.68,347
2815,6.53,411
1600,7.29,206
6159,7.27,205
2637,6.84,294
11493,5.97,2153
3011,6.79,291
2429,6.9,286
6317,6.38,527
3108,6.14,1131
11720,7.13,291
2954,6.17,824
8090,6.87,272
7970,6.27,746
20313,6.9,285
13702,6.11,1010
17605,6.92,278
7355,6.72,323
9346,6.39,470
2532,7.66,163
11888,7.03,247
9446,6.49,410
7100,7.21,208
20261,6.31,563
15056,6.78,433
16427,6.17,811
6564,6.32,545
4173,8.44,116
1403,6.57,450
2030,6.88,265
20383,6.42,470
1636,6.51,418
16967,6.55,396
19752,6.59,349
8621,6.55,379
14234,6.84,278
6709,6.39,486
19568,6.21,1061
565,6.96,260
19162,6.07,1383
10693,7.36,178
19586,8.2,146
18165,6.11,1311
12173,6.62,331
14920,7.51,285
2478,6.1,1013
2915,6.2,733
20582,6.4,507
1933,7.93,140
8481,6.81,288
9738,6.74,283
1932,7.99,136
874,6.74,326
16366,6.28,691
18504,7.75,146
2707,6.52,391
13670,7.14,232
8074,6.84,307
11906,6.43,485
2696,6.3,554
17987,7.38,184
9719,6.38,492
200,6.47,402
10817,7.16,210
1849,7.65,141
7965,7.18,250
18388,6.58,375
4527,6.37,504
12629,6.36,600
651,7.4,205
16926,8.03,118
17563,7.01,226
16601,6.17,806
15381,6.04,1158
3599,6.35,509
5099,7.33,190
77,6.52,391
20225,6.69,316
14678,6.33,514
3312,6.5,394
14189,7.11,286
9252,6.26,608
10199,7.14,233
17750,6.5,450
18228,7.69,155
6270,6.25,610
15383,6.37,484
3832,6.84,268
10759,6.32,502
9941,6.37,479
17527,7.05,238
17498,7.14,218
9094,6.88,252
16969,6.76,291
1223,6.43,422
11940,6.26,581
857,6.61,345
10240,6.99,300
9327,6.62,394
14368,6.47,398
8659,7.74,144
10823,6.19,714
10446,6.98,235
2017,6.89,259
8906,7.36,179
20208,6.41,481
18177,6.12,832
16096,6.29,530
6188,6.59,346
16048,6.87,263
5537,6.89,276
18106,6.08,1166
18545,7.04,241
17531,6.06,1236
11618,5.95,28375
19160,6.26,590
11953,6.55,395
7580,6.44,418
97,6.8,257
15967,7.09,233
19468,7.2,210
19594,7.31,187
15286,7.5,161
2405,6.49,374
15257,7.8,153
4964,7.23,182
12979,7.46,179
15749,6.64,323
16047,6.64,373
6801,7.62,156
3711,6.36,463
4356,7.28,195
12338,6.78,287
13144,6.57,337
10466,6.49,414
20172,6.73,292
5197,6.12,789
20379,6.98,238
13713,6.52,356
19703,6.77,354
19219,6.51,374
15819,7.05,220
19007,6.48,401
14852,6.66,305
691,6.01,1204
10196,6.37,432
136,7.72,145
611,6.26,595
17859,6.32,649
11552,6.58,372
1985,6.44,497
9903,8.6,111
851,7.09,204
8810,6.18,841
646,8.51,102
6171,7.94,128
5691,7.01,245
7326,6.62,318
3967,6.91,247
4242,6.92,231
1773,6.95,261
4337,7.14,242
9845,6.15,933
150,7.19,180
5134,6.87,253
9055,6.96,237
5732,6.39,439
5192,6.23,626
17065,6.36,447
17579,6.42,478
16822,6.38,444
11503,6.28,545
6435,8.1,128
19274,6.39,568
18393,6.38,432
14398,7.51,160
5226,6.19,651
8914,6.38,451
13321,6.42,434
9307,6.72,286
17151,6.33,551
18047,7.34,194
6626,6.51,347
12693,7.1,192
13287,6.45,396
18566,6.48,391
2141,6.66,308
16303,6.58,309
4130,6.63,342
10540,6.75,277
20129,6.65,324
11042,6.6,311
1208,6.76,259
12105,6.55,341
5949,7.46,173
