Title,Geek Rating,Avg Rating,Num Ratings
7410,5.701,7.9,89
4372,5.701,6.08,498
2769,5.701,6.9,172
18338,5.7,8.21,78
17024,5.7,6.39,284
13372,5.7,6.32,305
20307,5.7,6.3,288
9575,5.7,6.1,467
5033,5.7,6.28,321
4696,5.7,6.72,173
6720,5.7,6.75,172
7690,5.7,5.85,1911
Dungeon Twister Collectors Box,5.7,7.69,92
11959,5.7,6.57,225
14042,5.699,5.95,842
8031,5.699,6.7,172
2509,5.699,6.73,201
5482,5.699,6.24,341
18622,5.699,6.78,163
6765,5.699,6.48,221
1803,5.699,6.58,216
12472,5.699,6.09,475
5808,5.699,6.44,281
7680,5.699,6.03,668
238,5.699,6.99,138
1379,5.699,5.91,955
13759,5.699,7.32,116
9391,5.699,6.75,164
19242,5.699,6.13,444
12489,5.699,7.93,95
2878,5.699,6.27,313
Schnappt Hubi!,5.699,6.87,156
3417,5.698,6.93,158
4302,5.698,6.27,333
2876,5.698,6.06,536
Koi-Koi,5.698,6.84,167
1638,5.698,7.24,157
Operation Typhoon,5.698,7.33,121
20185,5.698,7.27,130
8003,5.698,5.93,1068
3917,5.698,6.63,189
12224,5.698,7.43,108
12222,5.698,7.26,117
17383,5.698,6.82,180
4344,5.698,6.94,164
14684,5.698,6.76,172
9965,5.698,6.77,181
15083,5.698,6.77,177
Floating Market,5.698,6.34,283
13852,5.697,6.6,214
1622,5.697,6.35,289
2447,5.697,7.34,115
2801,5.697,6.05,598
19535,5.697,7.04,140
12740,5.697,6.44,331
Orongo,5.697,6.55,200
13084,5.697,7.1,137
2879,5.697,7.96,99
20th Century Limited,5.697,6.9,150
1583,5.697,6.7,198
19507,5.697,6.25,353
5411,5.697,7.55,110
10972,5.697,6.54,226
3909,5.697,6.32,314
Journey: Wrath of Demons,5.697,7.49,126
11545,5.696,6.51,226
9088,5.696,6.66,208
11249,5.696,6.0,557
10243,5.696,6.89,170
13553,5.696,6.59,191
7008,5.696,6.14,511
5330,5.696,6.25,334
14549,5.696,6.57,199
Steam Torpedo: First Contact,5.696,6.4,276
20260,5.696,6.07,465
Alba Longa,5.696,6.16,386
9754,5.696,5.97,686
1274,5.696,5.97,808
14842,5.696,6.04,517
18890,5.695,6.1,461
195,5.695,6.77,187
5626,5.695,6.15,551
12806,5.695,5.9,926
Da ist der Wurm drin,5.695,6.39,256
12257,5.695,6.84,149
2310,5.695,6.63,208
4046,5.695,6.1,709
2850,5.695,6.13,493
13932,5.695,6.36,272
KUBB,5.695,7.51,100
Highway to the Reich (first and second editions),5.694,6.98,153
9053,5.694,6.6,217
19226,5.694,6.8,160
2693,5.694,6.11,435
10697,5.694,7.09,135
11802,5.694,6.47,233
13539,5.694,6.72,176
657,5.694,6.25,594
Blue Max: World War I Air Combat,5.694,6.78,189
8169,5.694,7.38,116
10454,5.694,5.93,757
11126,5.694,6.36,286
19551,5.694,6.69,184
3626,5.694,6.9,157
4782,5.694,6.55,209
Rio de la Plata,5.694,6.44,242
Bohnanza: Das Duell,5.694,7.37,108
World Monuments,5.693,6.5,245
8801,5.693,6.43,245
9991,5.693,8.88,69
7588,5.693,6.31,300
8980,5.693,8.45,72
14091,5.693,6.92,159
7563,5.693,6.76,176
Hamsterbacke,5.693,6.6,186
18716,5.693,6.19,441
1181,5.693,7.24,128
18VA,5.693,7.23,112
Force of Will,5.692,7.4,129
12009,5.692,7.0,138
10710,5.692,6.14,413
Wat'n dat!?,5.692,6.67,180
1839,5.692,6.01,583
Mafia City,5.692,6.94,144
20414,5.692,6.35,261
Phantom Fury,5.691,7.45,103
705,5.691,7.16,124
Le Donjon de Naheulbeuk,5.691,6.78,174
6483,5.691,6.79,162
3590,5.691,7.36,159
5708,5.691,5.96,710
15304,5.691,6.48,216
10305,5.691,5.97,784
15315,5.69,6.21,342
1446,5.69,6.52,213
Zatre,5.69,6.4,251
2584,5.69,6.51,219
17610,5.69,6.18,365
18658,5.69,5.97,680
15768,5.69,6.9,143
19823,5.69,7.41,110
17970,5.69,6.88,154
"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",5.69,7.52,102
7248,5.69,7.28,108
11255,5.69,7.58,181
11114,5.69,6.44,245
19907,5.69,6.13,384
Lobositz: First Battle of the Seven Years War,5.689,7.89,94
5903,5.689,6.68,192
11253,5.689,7.34,217
Level 7 [Invasion],5.689,7.17,120
Heroes,5.689,6.46,228
"The Battle of Fontenoy: 11 May, 1745",5.689,8.64,68
5941,5.689,6.09,451
7944,5.689,6.51,227
13843,5.689,6.29,264
9236,5.689,6.3,290
Old School Tactical,5.689,8.25,84
12012,5.689,5.96,705
8601,5.688,6.91,159
14886,5.688,6.88,159
6850,5.688,6.1,445
1913,5.688,6.31,275
9344,5.688,6.89,140
14527,5.688,6.89,151
12380,5.688,6.52,209
Lost Legacy: Hyakunen Senso to Ryu no Miko,5.688,7.28,107
Heckmeck Barbecue,5.688,6.22,332
345,5.688,7.7,90
167,5.688,6.76,155
18506,5.688,7.28,113
Age of Thieves,5.688,7.27,133
7092,5.688,6.06,620
Bubblee Pop,5.688,7.23,117
15805,5.687,6.33,285
8411,5.687,6.01,664
8600,5.687,6.39,256
3387,5.687,7.09,136
17375,5.687,7.09,131
Four Tribes,5.687,7.16,117
8093,5.687,5.81,1680
Unconditional Surrender! Case Blue,5.687,7.6,94
19885,5.687,7.6,104
Nightfall: Eastern Skies,5.687,7.77,81
8746,5.687,6.22,344
Wings for the Baron (second edition),5.687,7.36,105
522,5.687,6.78,156
Master of Orion: The Board Game,5.687,6.95,161
Anno Domini: Natur,5.687,6.91,136
5246,5.687,6.3,275
19851,5.687,6.12,408
10630,5.687,6.72,158
Train Heist,5.686,7.29,122
1643,5.686,5.86,1695
12567,5.686,6.13,434
20363,5.686,6.12,391
19584,5.686,6.35,249
17537,5.686,6.32,277
18GL,5.686,7.44,94
1182,5.686,6.23,346
1854,5.686,7.48,93
15514,5.686,6.23,354
15276,5.686,6.3,280
Pocket Battles: Confederacy vs Union,5.686,6.93,147
20062,5.686,6.23,326
19782,5.686,6.25,303
COGZ,5.686,7.16,124
9963,5.685,5.88,883
11725,5.685,6.27,330
4044,5.685,6.3,370
15873,5.685,6.75,166
Ultimate Werewolf,5.685,6.73,167
6308,5.685,6.67,170
1196,5.685,6.4,237
A Gleam of Bayonets: The Battle of Antietam,5.685,7.15,125
8079,5.685,6.39,295
10156,5.684,7.2,116
12107,5.684,7.55,87
13956,5.684,7.18,111
4829,5.684,6.21,348
10160,5.684,6.9,139
13953,5.684,7.37,104
19359,5.684,7.06,123
4152,5.684,7.12,112
Panthalos,5.683,6.93,136
11248,5.683,6.43,246
9242,5.683,6.4,256
7374,5.683,6.25,319
Prussia's Defiant Stand,5.683,6.92,130
6214,5.683,5.98,597
11670,5.683,6.47,250
9316,5.683,6.16,384
9099,5.683,6.35,247
18999,5.683,6.11,398
20387,5.683,6.0,592
Bang! The Dice Game: The Walking Dead,5.683,6.83,160
3971,5.682,5.88,871
202,5.682,6.48,210
10533,5.682,6.97,147
1298,5.682,7.18,124
8491,5.682,6.31,260
10453,5.682,6.48,234
5721,5.682,6.57,242
2428,5.682,7.63,117
20176,5.682,5.89,804
5585,5.682,6.29,267
1658,5.682,6.38,238
18951,5.682,6.24,294
9902,5.682,7.77,96
18491,5.681,6.25,318
Taverna,5.681,6.41,254
17397,5.681,6.11,417
4050,5.681,6.2,402
4496,5.681,6.3,271
10980,5.681,6.96,160
3918,5.681,6.69,182
11917,5.681,6.72,176
Panzer (first edition),5.681,7.21,113
Guelphs and Ghibellines,5.681,7.8,80
7513,5.681,6.3,269
9843,5.681,6.71,185
13276,5.681,6.05,459
3456,5.681,6.67,165
Anno Domini: Lifestyle,5.681,6.84,138
16986,5.681,6.97,141
883,5.68,7.22,161
8668,5.68,6.46,248
Eat Me If You Can!,5.68,6.16,365
7911,5.68,5.92,963
4881,5.68,6.65,166
Visionary,5.68,6.49,203
"Case Yellow, 1940: The German Blitzkrieg in the West",5.68,7.05,131
11561,5.68,7.27,102
1332,5.68,6.44,262
Sports Illustrated Baseball,5.68,7.03,145
Anno Domini: Deutschland,5.68,6.73,161
Tumblin-Dice Medium,5.68,7.2,104
20090,5.679,6.9,136
12119,5.679,7.21,112
9164,5.679,7.47,94
18176,5.679,7.88,77
5636,5.679,6.82,168
12491,5.679,6.46,226
16520,5.679,6.45,245
Guildhall Fantasy: Alliance,5.679,7.65,91
5667,5.679,6.21,316
15547,5.679,6.55,181
Hornet Leader II,5.679,7.33,106
6646,5.679,6.23,355
5272,5.679,7.1,124
17713,5.678,7.47,95
Dien Bien Phu: The Final Gamble,5.678,8.25,82
6035,5.678,6.63,165
14031,5.678,6.66,195
1209,5.678,6.32,242
9240,5.678,6.41,225
12256,5.678,6.77,161
12050,5.678,6.33,258
Next War: India-Pakistan,5.677,8.35,79
5701,5.677,7.0,132
7617,5.677,6.12,413
17403,5.677,7.92,82
9257,5.677,6.17,416
Dark Empire: Revolution,5.677,6.71,167
1087,5.677,6.7,156
Ars Alchimia,5.677,6.9,129
2938,5.677,6.04,562
13404,5.677,6.36,226
Trainmaker,5.677,7.02,127
1454,5.677,7.65,100
Cartagena: Die Meuterei,5.676,6.43,206
2929,5.676,6.06,455
16746,5.676,6.16,351
10166,5.676,6.53,207
11794,5.676,6.41,207
171,5.676,6.18,339
3 sind eine zu viel!,5.676,6.69,151
Drecksau,5.675,5.98,589
4500,5.675,6.13,384
5238,5.675,5.98,572
5231,5.675,6.4,249
4771,5.675,6.94,127
8508,5.675,6.45,207
19951,5.675,6.49,219
18442,5.674,6.22,292
673,5.674,7.64,85
Tarock,5.674,7.32,102
1886,5.674,7.05,132
13973,5.674,7.32,98
Spectral Rails,5.674,6.38,218
10546,5.674,8.2,74
9420,5.674,7.04,127
3164,5.674,5.99,515
19731,5.674,6.31,292
4587,5.674,6.55,186
8040,5.674,6.48,207
5937,5.674,6.6,188
6336,5.674,7.31,105
7966,5.674,6.65,192
3936,5.674,6.23,286
11107,5.674,6.31,270
1279,5.674,6.12,369
"Cannes: Stars, Scripts and Screens",5.674,6.14,325
9628,5.674,6.83,154
13893,5.674,6.27,287
13376,5.674,6.25,283
8756,5.673,6.74,156
21,5.673,6.19,354
The Curse of the Black Dice,5.673,6.63,189
14906,5.673,7.98,82
6883,5.673,5.92,663
12682,5.673,6.79,138
10525,5.673,6.17,365
1184,5.673,5.91,1073
7153,5.673,6.94,122
14640,5.673,6.19,295
15497,5.672,7.32,97
9892,5.672,7.75,88
15763,5.672,6.29,267
14857,5.672,6.43,247
18074,5.672,6.21,358
2343,5.672,8.59,69
14693,5.672,5.88,1020
11568,5.672,7.22,108
18220,5.672,6.18,358
16872,5.672,6.5,199
Quinamid,5.672,6.9,127
436,5.672,6.98,119
9412,5.672,6.72,159
17515,5.671,6.55,183
Buffy the Vampire Slayer: The Board Game,5.671,7.48,131
Blitz! A World in Conflict,5.671,7.93,93
Heights of Courage,5.671,7.54,88
7146,5.671,7.42,90
20085,5.671,6.01,521
Blitzkrieg Commander,5.671,7.49,103
6217,5.671,6.62,180
20188,5.671,6.08,391
17764,5.671,6.76,181
17530,5.671,6.37,245
Soccer City,5.671,7.54,108
3155,5.671,7.05,122
9002,5.671,5.9,924
6603,5.671,6.5,199
8657,5.671,6.68,156
6282,5.671,7.19,106
Pirates on the High Seas,5.67,6.73,141
Entrapment,5.67,7.97,87
6215,5.67,6.77,148
9345,5.67,6.36,221
Monarch,5.67,7.04,146
3764,5.67,5.99,591
Flashpoint: Golan,5.67,7.21,128
2415,5.67,6.55,194
Career Poker,5.67,6.58,189
18C2C: Manifest Destiny,5.67,7.65,77
Shinobi Clans,5.67,6.48,216
1083,5.67,7.01,116
9372,5.67,6.19,292
Gwent: Monsters and Scoia'tael,5.67,6.6,236
Waterloo 200,5.67,8.05,70
17966,5.67,7.66,86
10825,5.67,6.34,252
2965,5.669,6.6,176
13560,5.669,6.96,118
19827,5.669,6.11,359
7408,5.669,6.99,125
10264,5.669,5.98,513
18354,5.669,6.43,202
7509,5.669,6.25,284
10054,5.669,6.09,389
2241,5.669,5.98,551
Aspern-Essling 1809,5.669,7.95,91
Dungeon Guilds,5.669,6.58,168
Objective: Kiev,5.669,6.89,132
8523,5.669,6.43,225
The World Cup Card Game 2010,5.669,6.29,241
9665,5.669,6.5,194
6879,5.669,5.83,1425
14912,5.669,7.17,110
15689,5.668,6.09,379
20369,5.668,6.12,350
15505,5.668,6.35,232
The Phantom Society,5.668,6.0,453
16385,5.668,6.19,323
15103,5.668,6.33,255
5954,5.668,6.33,254
4413,5.668,5.91,936
18362,5.668,6.77,147
13779,5.668,6.77,137
Psycho Raiders,5.668,7.96,70
Campanile,5.668,6.19,316
13299,5.668,6.2,306
Mixmo,5.668,6.38,235
13256,5.668,6.26,238
10427,5.668,6.16,321
16034,5.668,5.96,872
20597,5.668,6.36,222
Master of Economy,5.667,6.7,152
4775,5.667,6.43,202
8704,5.667,7.42,106
New England Railways,5.667,6.77,135
882,5.667,6.11,332
17477,5.667,8.46,61
18092,5.667,7.95,76
14299,5.666,6.1,380
18163,5.666,6.35,215
19802,5.666,7.72,97
8839,5.666,6.14,327
3914,5.666,6.55,171
Oware,5.666,6.4,216
18791,5.666,6.75,141
606,5.666,7.0,116
4362,5.666,6.56,165
Panzer Grenadier: Desert Rats,5.665,6.9,124
16258,5.665,7.25,107
8479,5.665,5.91,738
Wacht am Rhein,5.665,7.43,108
8232,5.665,6.49,187
Blocks in the West,5.665,8.23,74
10161,5.665,6.94,125
Fief 2,5.665,6.92,126
1914: Glory's End / When Eagles Fight,5.665,7.3,95
Bad Medicine,5.665,6.95,134
Ausgerechnet Buxtehude,5.665,6.48,182
18207,5.665,6.69,146
14040,5.665,7.95,81
Salvation Road,5.665,7.17,106
Guildhall Fantasy: Coalition,5.665,7.55,80
2774,5.665,6.63,155
Sicily: The Race for Messina,5.664,6.6,175
2439,5.664,6.9,127
3886,5.664,6.4,198
Risk: Metal Gear Solid,5.664,7.05,141
"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",5.664,8.47,59
16784,5.664,6.54,167
2840,5.664,6.35,242
19898,5.664,6.95,115
17450,5.664,7.18,94
9913,5.664,7.8,82
19757,5.664,6.1,364
1923,5.664,7.33,102
3176,5.664,6.09,362
Pandemonium,5.664,8.84,152
20408,5.663,6.14,315
19957,5.663,6.93,117
3578,5.663,7.66,85
16453,5.663,6.9,116
Weapons of Mass Destruction,5.663,6.57,182
Bushido: Der Weg des Kriegers,5.663,6.41,234
Apex Theropod Deck-Building Game: Exotic Predators,5.663,7.44,86
Asteriated Grail,5.663,7.36,98
15618,5.663,6.52,169
Matryoshka,5.663,6.96,124
Catan: Family Edition,5.663,6.69,204
88,5.663,7.29,104
12865,5.663,6.18,278
Lost Legacy: Binbo Tantei to Inbo no Shiro,5.663,7.41,90
15556,5.663,6.36,249
10548,5.663,7.53,92
The Convicted,5.663,7.32,123
19486,5.663,6.81,150
10514,5.663,6.43,196
213,5.663,6.06,393
18605,5.663,6.24,264
6469,5.662,5.82,5806
6762,5.662,5.84,839
774,5.662,5.89,681
4569,5.662,6.0,446
19702,5.662,6.73,159
11974,5.662,6.83,141
4922,5.662,7.08,121
10918,5.662,6.13,340
965,5.662,6.35,231
4333,5.662,6.08,391
Stay Away!,5.662,6.25,286
11976,5.662,6.94,122
15880,5.662,6.45,211
Salamanca,5.662,6.16,287
10792,5.662,6.11,329
4331,5.662,6.99,107
Fliegen klatschen,5.662,6.01,463
1440,5.662,6.76,144
The Lord of the Rings: Combat Hex Tradeable Miniatures Game,5.662,6.36,268
Karelia '44,5.662,7.33,97
RISK: StarCraft Collector's Edition,5.662,6.48,227
11486,5.662,6.45,182
Panzerblitz: Hill of Death,5.662,6.78,149
3136,5.661,6.36,204
13846,5.661,6.4,185
10696,5.661,6.37,226
Chain Of Command,5.661,8.4,63
5384,5.661,6.5,184
El Paso,5.661,6.2,259
7571,5.661,6.48,190
The Sword and the Flame,5.661,7.43,91
3301,5.661,6.13,308
19545,5.661,7.47,89
Scuttle!,5.66,7.11,140
15278,5.66,6.46,195
10285,5.66,7.26,101
19003,5.66,7.33,99
14357,5.66,6.1,358
19198,5.66,6.37,227
Fuentes de Onoro 1811,5.66,8.03,73
15136,5.66,6.54,191
17018,5.66,6.14,325
15504,5.66,6.27,232
53,5.66,6.75,156
Dead of Winter (second edition),5.66,7.4,92
Paperclip Railways,5.659,6.6,159
Privacy,5.659,6.52,171
13096,5.659,6.98,147
14280,5.659,6.35,214
3888,5.659,7.03,105
Codinca,5.659,6.59,166
Excalibur,5.659,6.25,274
Planetarium,5.659,7.55,89
3396,5.659,6.01,418
18652,5.659,6.09,374
Tonkin: The Indochina war 1950-54 (second edition),5.659,7.69,87
14556,5.659,6.26,243
6604,5.659,6.14,356
Viking Raiders,5.659,7.03,109
9144,5.659,7.0,103
653,5.658,7.21,93
9992,5.658,6.28,235
6923,5.658,5.95,482
7842,5.658,6.46,179
19818,5.658,6.51,177
Pocket Invaders,5.658,6.92,126
12196,5.658,6.76,132
13103,5.658,6.45,186
11557,5.658,6.68,152
17762,5.658,6.09,430
11800,5.658,6.05,364
Iron and Oak,5.658,6.91,122
"I Ain't Been Shot, Mum",5.658,7.81,80
16358,5.658,6.82,180
632,5.658,6.4,243
11918,5.658,6.3,247
19327,5.657,6.25,238
15541,5.657,6.09,324
5257,5.657,6.17,309
19717,5.657,7.13,103
4032,5.657,6.22,314
8720,5.657,6.3,302
Dreams,5.657,6.65,151
19740,5.657,6.76,145
13811,5.657,6.31,244
8783,5.657,6.94,123
8386,5.657,6.33,217
The Sheep Race,5.657,6.6,167
5617,5.657,6.47,185
Trial of Strength,5.657,7.99,69
16226,5.657,6.11,377
Second World War at Sea: Midway,5.657,7.1,100
Mmm!,5.657,6.35,213
19896,5.656,6.23,262
17806,5.656,6.23,254
7980,5.656,6.74,162
6368,5.656,6.89,117
1949,5.656,5.97,463
Koalition,5.656,6.43,184
2019: The ARCTIC,5.656,6.85,127
Dice Drivin',5.656,7.07,175
1835,5.656,6.49,186
Completto,5.656,6.79,128
Activity,5.656,6.0,534
Spartacus,5.656,6.72,141
5351,5.655,5.81,909
15622,5.655,7.58,69
9061,5.655,6.52,175
7105,5.655,7.01,104
2147,5.655,6.15,340
8331,5.655,6.52,209
12300,5.655,6.0,377
6315,5.655,6.27,220
12172,5.655,6.27,253
15063,5.655,6.92,132
5162,5.655,6.57,164
16665,5.655,6.08,384
102,5.655,6.76,125
16741,5.655,6.68,136
14759,5.655,6.62,141
11007,5.654,6.13,362
"Lost Victory: Manstein At Kharkov, Winter 1943",5.654,7.05,113
16255,5.654,6.5,167
8037,5.654,7.16,104
6180,5.654,7.24,101
13583,5.654,7.83,70
Dungeon Time,5.654,7.59,96
Lancashire Railways,5.654,6.91,106
Hard Vacuum,5.654,7.34,82
14802,5.654,6.81,134
Caesar XL,5.654,7.01,104
5956,5.654,6.59,185
6486,5.654,7.02,114
18399,5.653,6.59,175
14845,5.653,7.39,81
10923,5.653,6.14,282
2513,5.653,7.08,97
15049,5.653,6.66,183
19721,5.653,7.67,123
Fleet Commander: Nimitz,5.653,7.01,127
Crooks,5.653,6.3,238
12763,5.653,6.33,220
12899,5.653,6.11,324
5512,5.653,6.45,175
Wings of Glory: WW2 Rules and Accessories Pack,5.652,7.59,80
Lords of War: Templars versus Undead,5.652,7.0,135
4938,5.652,5.89,781
Splash!,5.652,6.47,170
9423,5.652,5.88,643
12342,5.652,6.8,143
2465,5.652,7.22,86
12334,5.652,5.82,869
14363,5.652,6.62,138
1981,5.652,5.97,473
11109,5.652,6.04,368
16513,5.652,6.85,132
Virus,5.652,7.33,115
14105,5.652,5.94,717
9760,5.652,6.46,179
16051,5.651,7.88,69
7363,5.651,7.46,83
16517,5.651,6.08,346
16241,5.651,7.51,77
9626,5.651,6.26,248
The Foreign King,5.651,6.55,150
18381,5.651,6.45,204
6535,5.651,6.62,143
Boom Town,5.651,6.59,150
20295,5.651,6.33,209
Bonaparte in Italy,5.651,7.12,103
"Panzer Grenadier: Cassino '44, Gateway to Rome",5.651,7.77,64
"The Last Success: Napoleon's March to Vienna, 1809",5.651,7.73,74
3738,5.651,6.2,245
11289,5.651,6.8,162
1185,5.651,6.63,162
3668,5.651,6.74,148
7695,5.651,6.47,164
20365,5.651,6.67,158
5653,5.65,6.69,147
Wizard's Academy,5.65,7.25,96
Arena: Morituri te salutant,5.65,7.63,76
Columba,5.65,7.1,98
Stuff and Nonsense,5.65,6.52,180
Das Wasser des Lebens,5.65,7.58,74
GOITA,5.65,6.97,101
17514,5.65,7.61,75
Prussia's Glory,5.65,6.59,146
Oilfield,5.65,7.03,110
253,5.65,6.28,244
3024,5.65,6.87,114
12427,5.65,6.14,300
2679,5.65,6.65,142
12549,5.65,6.02,350
9455,5.65,6.57,146
12366,5.65,7.28,95
9193,5.65,6.68,140
Wacht Am Rhein,5.65,7.26,101
6441,5.65,6.04,361
30 Rails,5.649,7.03,107
1077,5.649,6.34,196
Relikt,5.649,5.99,392
6043,5.649,6.29,204
13739,5.649,6.33,204
15401,5.649,8.25,79
4662,5.649,7.17,99
2926,5.649,6.17,260
6742,5.649,6.66,150
Armor,5.649,7.42,84
9690,5.649,5.82,1251
16075,5.649,6.48,153
19866,5.649,6.65,132
2037,5.649,6.42,209
11189,5.649,6.09,445
13036,5.649,6.41,173
1842,5.649,5.85,991
Kharnage,5.649,6.68,159
2716,5.649,6.66,142
12320,5.649,6.84,145
3637,5.649,6.9,119
10259,5.649,6.95,116
3401,5.648,6.27,214
12465,5.648,6.46,180
14763,5.648,6.5,153
8562,5.648,6.43,201
Victoria Cross II,5.648,7.4,75
Almeida et Bussaco 1810,5.648,7.78,74
8480,5.648,6.35,201
8550,5.648,6.69,132
95,5.648,8.3,50
9494,5.648,6.53,180
1609,5.648,6.51,171
Teomachia,5.648,6.66,173
Complots,5.647,6.87,110
Mars Attacks: The Dice Game,5.647,5.95,470
11252,5.647,7.61,161
12747,5.647,6.8,112
Victory in Europe,5.647,6.89,122
Belote,5.647,6.85,123
13152,5.647,7.0,109
The Far Seas,5.647,7.03,107
Star Borders: Humanity,5.647,7.08,96
13206,5.647,6.81,218
4505,5.647,6.02,427
11287,5.647,6.25,218
Gold am Orinoko,5.647,6.65,134
12180,5.647,6.76,167
9135,5.647,5.96,408
2274,5.647,7.17,90
2849,5.647,6.07,337
14656,5.646,6.34,221
8417,5.646,6.05,388
Achaia,5.646,6.69,143
Deathwatch: Overkill,5.646,7.28,100
17544,5.646,6.73,119
Space Cantina,5.646,8.04,67
7740,5.646,6.54,150
7791,5.646,5.98,417
14339,5.645,6.09,370
DC Comics Dice Masters: Green Arrow and The Flash,5.645,7.94,58
445,5.645,6.93,120
11886,5.645,6.3,203
9667,5.645,6.6,136
13724,5.645,6.11,275
2900,5.645,6.65,137
2260,5.645,5.89,712
7893,5.645,7.88,66
7759,5.645,7.1,99
20274,5.645,6.17,265
5332,5.645,6.52,151
11489,5.645,6.31,196
3800,5.644,6.04,375
14781,5.644,6.01,346
20110,5.644,6.84,119
19011,5.644,6.05,326
12754,5.644,6.19,231
9092,5.644,6.62,144
Pixie Queen,5.644,8.2,80
Farmerama,5.644,6.23,234
12593,5.644,5.76,1349
6642,5.644,7.33,87
11169,5.644,6.34,203
20132,5.644,6.87,141
3436,5.644,6.23,217
11945,5.644,7.61,76
Plan Orange: Pacific War 1930 - 1935,5.644,7.53,72
Next War: Taiwan,5.643,7.99,67
18774,5.643,6.4,173
18572,5.643,6.38,171
4489,5.643,6.09,318
7916,5.643,6.18,296
13896,5.643,6.87,126
1954,5.643,7.47,78
9889,5.643,7.31,92
7303,5.643,7.15,86
8654,5.643,6.5,162
11176,5.643,6.0,364
8292,5.643,5.9,512
17095,5.643,6.8,115
4497,5.643,6.28,232
5131,5.643,6.37,187
2733,5.643,6.72,131
Hexemonia,5.643,6.71,127
16422,5.642,6.15,316
19265,5.642,5.89,561
10283,5.642,8.17,58
Guards of Atlantis: Tabletop MOBA,5.642,7.68,78
19345,5.642,6.36,177
Sisimizi,5.642,6.31,196
Skyline of the World,5.642,6.47,185
7987,5.642,6.31,248
Streams,5.642,6.33,184
9523,5.642,6.09,306
12531,5.642,5.83,1089
5117,5.642,6.06,337
19459,5.642,6.51,153
10072,5.642,6.97,94
14907,5.642,7.1,90
18884,5.642,6.0,378
6491,5.642,6.5,143
Slither,5.642,8.06,57
11232,5.642,5.96,457
8913,5.642,7.11,103
8655,5.642,6.32,191
Wing Leader: Supremacy 1943-1945,5.642,8.39,48
18128,5.642,6.34,203
Big Five,5.641,6.38,169
20065,5.641,6.96,99
9893,5.641,7.44,85
576,5.641,6.54,163
Star Wars: Stolen Plans Card Game,5.641,6.5,146
Zorndorf,5.641,7.41,88
20126,5.641,6.36,183
2814,5.641,6.46,159
8247,5.641,6.51,147
18624,5.641,6.52,145
Wherewolf,5.641,7.34,88
5570,5.641,6.85,101
Aloha Pioha,5.641,6.9,118
9085,5.641,5.82,739
Victory in the West,5.641,6.91,105
20590,5.641,5.99,359
Fog of Love,5.641,7.65,69
18497,5.64,6.26,211
3745,5.64,7.58,77
17704,5.64,6.84,114
16315,5.64,6.37,191
Truco,5.64,7.01,100
15118,5.64,5.8,889
"Barbarian, Kingdom & Empire",5.64,6.95,100
Shuuro,5.64,7.62,108
Sukimono,5.64,6.73,117
1811,5.64,6.7,133
Mondrian: The Dice Game,5.639,6.69,132
9387,5.639,6.29,238
Rising Sun,5.639,7.24,111
4338,5.639,6.24,213
Hibernia,5.639,6.33,201
10833,5.639,6.91,108
15801,5.639,6.07,342
Empires in America (second edition),5.639,7.81,68
7992,5.639,6.87,120
Rivoli 1797,5.639,7.55,73
Flash Duel: Revised Second Edition,5.639,7.55,74
Lost Woods,5.639,6.93,122
9767,5.639,5.87,876
Napoleon's War II: The Gates of Moscow,5.639,7.63,66
15371,5.639,6.63,142
13162,5.639,6.28,202
20079,5.639,6.68,131
8646,5.639,5.9,751
15577,5.638,7.84,63
8 Masters' Revenge,5.638,6.79,122
Kreus,5.638,7.12,97
9025,5.638,6.47,163
278,5.638,6.28,192
1850,5.638,7.39,72
10163,5.638,6.11,280
3506,5.638,6.42,171
8288,5.638,7.04,87
Spit It Out!,5.638,6.3,188
15800,5.638,6.25,192
15512,5.638,6.22,229
3372,5.638,5.76,1832
Rise of the Zombies!,5.638,6.49,135
Coral Sea: Campaign Commander Volume II,5.638,7.12,86
1052,5.638,5.99,463
9064,5.638,6.61,142
332,5.638,6.61,137
Samurai Blades,5.637,6.6,134
Dead Man's Hand,5.637,7.95,54
12834,5.637,6.16,234
17497,5.637,6.7,124
Vernissage,5.637,6.32,182
20322,5.637,7.99,53
Student Bodies,5.637,6.71,142
2263,5.637,7.88,72
9891,5.637,7.13,94
3025,5.637,6.99,101
Lisboa,5.637,8.22,50
14687,5.637,6.77,107
Leuthen: Frederick's Greatest Victory,5.637,7.84,65
656,5.637,6.21,268
6697,5.637,6.09,300
20211,5.637,6.16,345
Spexxx,5.637,6.5,214
8044,5.636,7.42,70
8800,5.636,6.45,173
2311,5.636,7.91,68
3766,5.636,5.97,422
11786,5.636,6.08,301
16396,5.636,6.86,125
De Kolonisten van de Lage Landen,5.636,6.44,163
18358,5.636,6.57,137
10383,5.636,6.07,337
17830,5.636,6.42,158
Subulata,5.636,6.51,144
17832,5.636,6.41,173
Day of Days: The Invasion of Normandy 1944,5.636,7.56,66
157,5.636,7.73,57
2240,5.636,6.08,311
11306,5.636,6.7,128
"Wilson's Creek: The West's First Fight, August 10, 1861",5.636,6.49,154
Red Poppies: WWI Tactics,5.636,7.48,68
17092,5.636,6.01,379
5098,5.636,6.58,151
